id,day,hour,camera,track,track_len,ent_frame,ent_cam_part,dep_frame,dep_cam_part
5_15_3_128,5,15,3,128,32,5389,3_3,5420,3_5
5_15_3_129,5,15,3,129,152,5456,3_0,5629,3_0
5_15_3_133,5,15,3,133,126,5680,3_0,5822,3_0
5_15_3_135,5,15,3,135,29,5695,3_1,5723,3_5
5_15_3_136,5,15,3,136,27,5698,3_3,5724,3_8
5_15_4_6,5,15,4,6,114,450,4_4,600,4_6
5_15_4_7,5,15,4,7,99,454,4_7,582,4_6
5_15_4_70,5,15,4,70,54,4860,4_6,4913,4_5
5_15_4_72,5,15,4,72,46,4887,4_3,4986,4_3
5_15_4_80,5,15,4,80,151,5711,4_6,5864,4_8
5_15_4_82,5,15,4,82,234,5767,4_8,6000,4_5
5_15_4_83,5,15,4,83,97,5771,4_6,5867,4_5
5_15_5_72,5,15,5,72,36,4806,5_7,4841,5_1
5_15_5_74,5,15,5,74,25,4815,5_7,4839,5_2
5_15_6_2,5,15,6,2,52,119,6_0,170,6_8
5_15_6_3,5,15,6,3,60,124,6_0,183,6_8
5_15_6_4,5,15,6,4,62,126,6_0,187,6_5
5_15_6_5,5,15,6,5,52,133,6_3,184,6_8
5_15_6_36,5,15,6,36,132,1113,6_0,1252,6_8
5_15_6_37,5,15,6,37,82,1119,6_0,1200,6_8
5_15_6_38,5,15,6,38,80,1125,6_0,1204,6_8
5_15_6_39,5,15,6,39,31,1136,6_4,1166,6_4
5_15_6_44,5,15,6,44,57,1201,6_5,1257,6_0
5_15_6_46,5,15,6,46,31,1216,6_4,1284,6_4
5_15_6_48,5,15,6,48,28,1238,6_1,1265,6_0
5_15_6_50,5,15,6,50,50,1280,6_8,1329,6_0
5_15_6_51,5,15,6,51,180,1316,6_4,1638,6_4
5_15_6_52,5,15,6,52,38,1375,6_0,1412,6_0
5_15_6_55,5,15,6,55,69,1392,6_8,1460,6_0
5_15_6_56,5,15,6,56,264,1494,6_0,1797,6_7
5_15_6_57,5,15,6,57,36,1671,6_4,1764,6_4
5_15_6_58,5,15,6,58,86,1798,6_4,1984,6_4
5_15_6_59,5,15,6,59,357,1802,6_3,2195,6_1
5_15_6_60,5,15,6,60,69,1922,6_0,1990,6_5
5_15_6_62,5,15,6,62,162,1994,6_8,2161,6_0
5_15_6_63,5,15,6,63,58,2016,6_4,2091,6_4
5_15_6_68,5,15,6,68,60,2069,6_5,2132,6_0
5_15_6_80,5,15,6,80,43,2171,6_0,2213,6_8
5_15_6_84,5,15,6,84,95,2258,6_1,2360,6_3
5_15_6_87,5,15,6,87,27,2269,6_4,2295,6_3
5_15_6_89,5,15,6,89,127,2324,6_4,2559,6_4
5_15_6_90,5,15,6,90,24,2574,6_3,2597,6_1
5_15_6_91,5,15,6,91,58,2574,6_0,2631,6_1
5_15_6_98,5,15,6,98,53,2728,6_4,2780,6_0
5_15_6_102,5,15,6,102,139,2777,6_8,2915,6_0
5_15_6_131,5,15,6,131,133,4838,6_8,5028,6_0
5_15_6_135,5,15,6,135,203,4850,6_1,5052,6_0
5_15_6_142,5,15,6,142,235,5168,6_0,5408,6_0
5_15_6_143,5,15,6,143,35,5323,6_0,5357,6_0
5_15_6_151,5,15,6,151,63,5499,6_3,5561,6_0
5_15_6_152,5,15,6,152,82,5521,6_0,5602,6_3
5_15_6_153,5,15,6,153,54,5527,6_0,5592,6_3
5_15_7_4,5,15,7,4,28,177,7_8,204,7_1
5_15_7_5,5,15,7,5,190,187,7_8,376,7_6
5_15_7_9,5,15,7,9,193,193,7_7,393,7_6
5_15_7_20,5,15,7,20,140,1142,7_6,1281,7_1
5_15_7_21,5,15,7,21,176,1153,7_1,1363,7_6
5_15_7_22,5,15,7,22,27,1171,7_1,1197,7_8
5_15_7_23,5,15,7,23,146,1181,7_1,1362,7_6
5_15_7_30,5,15,7,30,28,1209,7_5,1236,7_1
5_15_7_31,5,15,7,31,46,1209,7_8,1282,7_1
5_15_7_34,5,15,7,34,26,1255,7_8,1280,7_8
5_15_7_40,5,15,7,40,106,1352,7_7,1458,7_6
5_15_7_58,5,15,7,58,28,2134,7_6,2161,7_6
5_15_7_59,5,15,7,59,117,2146,7_6,2262,7_7
5_15_7_63,5,15,7,63,41,2211,7_0,2251,7_8
5_15_7_64,5,15,7,64,37,2218,7_8,2254,7_1
5_15_7_84,5,15,7,84,26,3227,7_5,3252,7_1
5_15_7_85,5,15,7,85,27,3241,7_8,3267,7_1
5_15_7_92,5,15,7,92,42,4801,7_1,4842,7_8
5_15_7_93,5,15,7,93,25,4811,7_1,4835,7_5
5_15_7_105,5,15,7,105,151,5757,7_6,5912,7_1
5_15_7_107,5,15,7,107,115,5886,7_6,6000,7_6
5_15_7_114,5,15,7,114,84,5916,7_6,6000,7_6
5_15_9_25,5,15,9,25,196,2123,9_1,2328,9_1
5_15_9_28,5,15,9,28,33,2138,9_7,2170,9_7
5_15_9_30,5,15,9,30,110,2154,9_4,2280,9_0
5_15_9_34,5,15,9,34,35,2246,9_0,2280,9_0
5_15_9_37,5,15,9,37,117,2326,9_1,2463,9_0
5_15_9_53,5,15,9,53,1231,3949,9_0,5179,9_2
5_15_9_54,5,15,9,54,37,3974,9_7,4023,9_7
5_15_9_55,5,15,9,55,32,4256,9_7,4296,9_7
5_15_9_66,5,15,9,66,74,5002,9_1,5075,9_0
5_15_10_1,5,15,10,1,88,108,10_4,197,10_0
5_15_10_2,5,15,10,2,120,115,10_4,236,10_0
5_15_10_3,5,15,10,3,73,118,10_4,190,10_0
5_15_10_5,5,15,10,5,36,154,10_1,189,10_0
5_15_10_13,5,15,10,13,612,1106,10_4,1759,10_1
5_15_10_14,5,15,10,14,39,1113,10_4,1151,10_0
5_15_10_15,5,15,10,15,45,1119,10_4,1166,10_0
5_15_10_22,5,15,10,22,85,1152,10_1,1237,10_0
5_15_10_28,5,15,10,28,212,1183,10_0,1449,10_5
5_15_10_30,5,15,10,30,52,1191,10_0,1248,10_5
5_15_10_37,5,15,10,37,34,1237,10_0,1270,10_1
5_15_10_56,5,15,10,56,42,1564,10_0,1605,10_0
5_15_10_57,5,15,10,57,157,1811,10_0,1967,10_1
5_15_10_63,5,15,10,63,68,1930,10_5,1997,10_0
5_15_10_64,5,15,10,64,49,1930,10_0,1984,10_0
5_15_10_65,5,15,10,65,162,1967,10_1,2128,10_5
5_15_10_67,5,15,10,67,156,1989,10_0,2163,10_4
5_15_10_68,5,15,10,68,48,1998,10_0,2071,10_0
5_15_10_78,5,15,10,78,81,2036,10_0,2117,10_5
5_15_10_84,5,15,10,84,119,2157,10_4,2300,10_0
5_15_10_89,5,15,10,89,106,2198,10_0,2309,10_8
5_15_10_93,5,15,10,93,29,2259,10_0,2287,10_0
5_15_10_101,5,15,10,101,42,2567,10_4,2609,10_4
5_15_10_102,5,15,10,102,29,2571,10_4,2603,10_4
5_15_10_103,5,15,10,103,57,2574,10_4,2630,10_0
5_15_10_110,5,15,10,110,26,2638,10_1,2663,10_0
5_15_10_111,5,15,10,111,127,2654,10_0,2780,10_8
5_15_10_112,5,15,10,112,74,2671,10_0,2744,10_0
5_15_10_117,5,15,10,117,178,2748,10_0,2938,10_4
5_15_10_122,5,15,10,122,111,3182,10_1,3317,10_0
5_15_10_123,5,15,10,123,42,3224,10_0,3273,10_0
5_15_10_129,5,15,10,129,303,4763,10_0,5078,10_4
5_15_10_130,5,15,10,130,295,4763,10_0,5057,10_4
5_15_10_139,5,15,10,139,190,5177,10_8,5366,10_0
5_15_10_140,5,15,10,140,251,5311,10_4,5585,10_1
5_15_10_145,5,15,10,145,35,5513,10_1,5547,10_2
5_15_10_146,5,15,10,146,67,5523,10_1,5589,10_1
5_15_12_4,5,15,12,4,368,836,12_0,1256,12_0
5_15_12_12,5,15,12,12,208,920,12_0,1185,12_1
5_15_12_14,5,15,12,14,182,925,12_0,1179,12_1
5_15_12_20,5,15,12,20,164,945,12_0,1175,12_0
5_15_12_21,5,15,12,21,159,993,12_0,1151,12_1
5_15_12_30,5,15,12,30,53,1130,12_0,1192,12_1
5_15_12_38,5,15,12,38,25,1161,12_0,1195,12_1
5_15_12_46,5,15,12,46,38,1481,12_0,1550,12_0
5_15_12_47,5,15,12,47,29,1487,12_7,1515,12_8
5_15_12_56,5,15,12,56,53,1538,12_0,1603,12_0
5_15_12_60,5,15,12,60,25,1562,12_2,1586,12_7
5_15_12_66,5,15,12,66,1073,1964,12_8,3051,12_8
5_15_12_67,5,15,12,67,31,2033,12_7,2063,12_1
5_15_12_73,5,15,12,73,98,2315,12_1,2430,12_0
5_15_12_75,5,15,12,75,30,2339,12_7,2368,12_1
5_15_12_77,5,15,12,77,25,2364,12_8,2388,12_7
5_15_12_78,5,15,12,78,31,2365,12_5,2395,12_7
5_15_12_82,5,15,12,82,119,2546,12_1,2664,12_0
5_15_12_88,5,15,12,88,65,2707,12_0,2772,12_0
5_15_12_89,5,15,12,89,49,2717,12_0,2765,12_0
5_15_12_90,5,15,12,90,43,2722,12_0,2765,12_0
5_15_12_97,5,15,12,97,24,2983,12_8,3006,12_7
5_15_12_100,5,15,12,100,27,3010,12_1,3036,12_7
5_15_12_101,5,15,12,101,844,3038,12_7,3898,12_0
5_15_12_102,5,15,12,102,419,3221,12_8,3750,12_8
5_15_12_104,5,15,12,104,134,3322,12_2,3460,12_0
5_15_12_115,5,15,12,115,25,3789,12_8,3822,12_8
5_15_12_116,5,15,12,116,39,3820,12_1,3858,12_7
5_15_12_125,5,15,12,125,158,4708,12_2,4885,12_0
5_15_12_127,5,15,12,127,168,4718,12_1,4887,12_0
5_15_12_128,5,15,12,128,203,4725,12_1,4939,12_0
5_15_12_130,5,15,12,130,169,4736,12_0,4920,12_0
5_15_12_142,5,15,12,142,164,4915,12_1,5078,12_0
5_15_12_144,5,15,12,144,272,5057,12_1,5328,12_0
5_15_12_152,5,15,12,152,35,5966,12_7,6000,12_4
5_15_12_153,5,15,12,153,25,5976,12_7,6000,12_7
5_15_13_22,5,15,13,22,87,1120,13_5,1206,13_1
5_15_13_23,5,15,13,23,72,1153,13_8,1224,13_1
5_15_13_25,5,15,13,25,43,1184,13_8,1257,13_1
5_15_13_27,5,15,13,27,146,1185,13_8,1335,13_1
5_15_13_30,5,15,13,30,43,1194,13_8,1242,13_3
5_15_13_35,5,15,13,35,47,1198,13_5,1334,13_1
5_15_13_37,5,15,13,37,126,1208,13_4,1339,13_1
5_15_13_38,5,15,13,38,116,1213,13_4,1344,13_1
5_15_13_47,5,15,13,47,31,1328,13_0,1358,13_3
5_15_13_94,5,15,13,94,32,3512,13_1,3569,13_3
5_15_13_95,5,15,13,95,32,3569,13_4,3600,13_8
5_15_13_117,5,15,13,117,26,4887,13_1,4912,13_8
5_15_13_118,5,15,13,118,33,4893,13_0,4925,13_1
5_15_13_132,5,15,13,132,39,5182,13_1,5220,13_2
5_15_13_133,5,15,13,133,337,5204,13_1,5569,13_8
5_15_13_149,5,15,13,149,52,5337,13_5,5388,13_5
5_15_13_152,5,15,13,152,30,5393,13_0,5422,13_0
5_15_13_174,5,15,13,174,55,5690,13_5,5746,13_8
5_15_13_178,5,15,13,178,36,5702,13_0,5737,13_0
5_15_13_179,5,15,13,179,24,5704,13_0,5727,13_0
5_15_13_180,5,15,13,180,54,5709,13_4,5797,13_5
5_15_13_183,5,15,13,183,58,5747,13_8,5821,13_5
5_15_14_20,5,15,14,20,858,1511,14_4,2368,14_4
5_15_14_29,5,15,14,29,191,1581,14_6,1771,14_6
5_15_14_30,5,15,14,30,44,1778,14_6,1846,14_6
5_15_14_31,5,15,14,31,1444,1807,14_1,3255,14_4
5_15_14_35,5,15,14,35,240,2124,14_8,2372,14_5
5_15_14_36,5,15,14,36,110,2144,14_7,2253,14_6
5_15_14_37,5,15,14,37,89,2219,14_6,2315,14_8
5_15_14_46,5,15,14,46,95,2299,14_6,2394,14_1
5_15_14_48,5,15,14,48,30,2341,14_1,2370,14_8
5_15_14_51,5,15,14,51,1430,2371,14_4,3801,14_2
5_15_14_58,5,15,14,58,145,2394,14_6,2538,14_8
5_15_14_62,5,15,14,62,168,2835,14_6,3002,14_1
5_15_14_73,5,15,14,73,485,3255,14_4,3751,14_4
5_15_14_78,5,15,14,78,227,3751,14_4,3989,14_6
5_15_15_3,5,15,15,3,39,1,15_4,39,15_2
5_15_15_6,5,15,15,6,85,3,15_4,87,15_2
5_15_15_11,5,15,15,11,50,703,15_3,752,15_6
5_15_15_13,5,15,15,13,50,707,15_3,756,15_6
5_15_15_32,5,15,15,32,25,2895,15_2,2919,15_7
5_15_15_34,5,15,15,34,24,2905,15_2,2928,15_7
5_15_15_50,5,15,15,50,69,4887,15_2,4956,15_3
5_15_15_51,5,15,15,51,51,4939,15_3,4989,15_6
5_17_1_2,5,17,1,2,67,265,1_6,331,1_5
5_17_1_3,5,17,1,3,65,269,1_6,333,1_2
5_17_1_14,5,17,1,14,31,1694,1_6,1724,1_3
5_17_1_15,5,17,1,15,24,1699,1_6,1722,1_3
5_17_1_16,5,17,1,16,43,2123,1_6,2165,1_5
5_17_1_17,5,17,1,17,39,2127,1_6,2165,1_2
5_17_1_26,5,17,1,26,39,2362,1_6,2400,1_6
5_17_1_27,5,17,1,27,43,2364,1_3,2406,1_6
5_17_1_46,5,17,1,46,41,4138,1_6,4178,1_6
5_17_1_47,5,17,1,47,36,4138,1_6,4173,1_3
5_17_1_48,5,17,1,48,64,4144,1_6,4219,1_6
5_17_2_9,5,17,2,9,198,704,2_5,917,2_0
5_17_2_10,5,17,2,10,194,710,2_2,954,2_0
5_17_2_37,5,17,2,37,166,2439,2_8,2607,2_0
5_17_2_41,5,17,2,41,124,2449,2_1,2581,2_0
5_17_3_12,5,17,3,12,29,1155,3_0,1183,3_3
5_17_3_15,5,17,3,15,43,1168,3_0,1210,3_0
5_17_3_17,5,17,3,17,52,1171,3_0,1222,3_3
5_17_3_24,5,17,3,24,27,1213,3_4,1239,3_2
5_17_3_44,5,17,3,44,90,1875,3_0,1964,3_0
5_17_3_45,5,17,3,45,96,1917,3_0,2012,3_8
5_17_3_50,5,17,3,50,81,2028,3_3,2115,3_0
5_17_3_51,5,17,3,51,95,2034,3_3,2128,3_0
5_17_3_53,5,17,3,53,29,2040,3_0,2069,3_0
5_17_3_55,5,17,3,55,29,2049,3_0,2077,3_2
5_17_3_59,5,17,3,59,40,2093,3_5,2132,3_0
5_17_3_64,5,17,3,64,47,2273,3_3,2319,3_0
5_17_3_65,5,17,3,65,160,2279,3_3,2439,3_3
5_17_3_69,5,17,3,69,68,2310,3_0,2377,3_0
5_17_3_96,5,17,3,96,73,3387,3_0,3460,3_0
5_17_3_97,5,17,3,97,27,3395,3_0,3421,3_3
5_17_3_98,5,17,3,98,31,3401,3_0,3432,3_3
5_17_3_99,5,17,3,99,42,3428,3_0,3469,3_2
5_17_3_114,5,17,3,114,299,3675,3_3,3973,3_4
5_17_3_117,5,17,3,117,43,3820,3_0,3862,3_0
5_17_3_121,5,17,3,121,2025,3974,3_4,6000,3_4
5_17_3_122,5,17,3,122,67,4108,3_3,4193,3_3
5_17_3_124,5,17,3,124,49,4190,3_0,4240,3_0
5_17_3_125,5,17,3,125,90,4201,3_0,4304,3_5
5_17_3_127,5,17,3,127,199,4234,3_3,4443,3_3
5_17_3_133,5,17,3,133,44,4339,3_0,4383,3_0
5_17_3_134,5,17,3,134,31,4373,3_0,4403,3_0
5_17_3_140,5,17,3,140,85,4569,3_3,4653,3_3
5_17_3_141,5,17,3,141,75,4642,3_0,4720,3_0
5_17_3_143,5,17,3,143,168,4647,3_0,4815,3_0
5_17_3_152,5,17,3,152,28,5140,3_0,5167,3_0
5_17_3_159,5,17,3,159,57,5624,3_0,5680,3_0
5_17_3_160,5,17,3,160,72,5658,3_0,5729,3_0
5_17_4_10,5,17,4,10,148,549,4_6,711,4_2
5_17_4_13,5,17,4,13,132,578,4_6,709,4_5
5_17_4_31,5,17,4,31,266,1824,4_7,2089,4_8
5_17_4_35,5,17,4,35,68,1937,4_5,2012,4_6
5_17_4_39,5,17,4,39,80,2262,4_7,2370,4_6
5_17_4_40,5,17,4,40,110,2323,4_6,2444,4_5
5_17_4_46,5,17,4,46,103,2336,4_6,2445,4_2
5_17_5_19,5,17,5,19,42,1063,5_5,1104,5_7
5_17_5_23,5,17,5,23,24,1071,5_8,1094,5_7
5_17_5_54,5,17,5,54,32,3160,5_7,3191,5_2
5_17_5_55,5,17,5,55,160,3176,5_2,3335,5_0
5_17_5_68,5,17,5,68,48,5216,5_7,5264,5_2
5_17_5_69,5,17,5,69,38,5254,5_7,5291,5_2
5_17_5_73,5,17,5,73,91,5901,5_2,5991,5_0
5_17_5_76,5,17,5,76,39,5962,5_7,6000,5_0
5_17_6_5,5,17,6,5,90,18,6_8,107,6_0
5_17_6_7,5,17,6,7,87,21,6_5,107,6_0
5_17_6_16,5,17,6,16,52,290,6_4,341,6_0
5_17_6_18,5,17,6,18,40,325,6_0,366,6_3
5_17_6_31,5,17,6,31,448,1725,6_8,2173,6_0
5_17_6_33,5,17,6,33,57,1759,6_1,1819,6_0
5_17_6_34,5,17,6,34,46,1992,6_3,2037,6_5
5_17_6_36,5,17,6,36,43,2076,6_1,2118,6_3
5_17_6_37,5,17,6,37,26,2090,6_0,2115,6_3
5_17_6_52,5,17,6,52,53,2978,6_0,3030,6_3
5_17_6_53,5,17,6,53,51,2978,6_0,3028,6_3
5_17_6_62,5,17,6,62,89,3474,6_3,3562,6_0
5_17_6_63,5,17,6,63,85,3478,6_3,3562,6_0
5_17_6_67,5,17,6,67,54,3503,6_0,3556,6_0
5_17_6_78,5,17,6,78,53,3916,6_1,3968,6_0
5_17_6_79,5,17,6,79,63,3918,6_4,3980,6_0
5_17_6_80,5,17,6,80,46,4808,6_0,4853,6_0
5_17_6_81,5,17,6,81,42,4809,6_0,4850,6_0
5_17_6_83,5,17,6,83,62,5266,6_8,5327,6_3
5_17_6_87,5,17,6,87,158,5294,6_8,5452,6_0
5_17_6_90,5,17,6,90,54,5832,6_0,5885,6_3
5_17_6_92,5,17,6,92,36,5872,6_0,5907,6_8
5_17_7_7,5,17,7,7,153,236,7_1,390,7_6
5_17_7_8,5,17,7,8,33,242,7_1,274,7_7
5_17_7_20,5,17,7,20,353,717,7_6,1093,7_1
5_17_7_22,5,17,7,22,256,797,7_6,1064,7_4
5_17_7_24,5,17,7,24,234,882,7_1,1152,7_6
5_17_7_30,5,17,7,30,40,1067,7_4,1106,7_1
5_17_7_39,5,17,7,39,66,1096,7_6,1174,7_6
5_17_7_43,5,17,7,43,25,1365,7_1,1389,7_4
5_17_7_44,5,17,7,44,34,1373,7_1,1406,7_8
5_17_7_47,5,17,7,47,167,1706,7_1,1890,7_6
5_17_7_48,5,17,7,48,36,1715,7_1,1750,7_8
5_17_7_61,5,17,7,61,217,2034,7_8,2264,7_6
5_17_7_62,5,17,7,62,131,2098,7_6,2229,7_5
5_17_7_69,5,17,7,69,173,2488,7_6,2688,7_4
5_17_7_70,5,17,7,70,68,2496,7_6,2563,7_6
5_17_7_72,5,17,7,72,214,2503,7_6,2723,7_1
5_17_7_85,5,17,7,85,28,2695,7_1,2722,7_1
5_17_7_95,5,17,7,95,218,3137,7_1,3358,7_6
5_17_7_96,5,17,7,96,34,3157,7_1,3190,7_8
5_17_7_112,5,17,7,112,214,3833,7_1,4051,7_6
5_17_7_113,5,17,7,113,35,3871,7_0,3905,7_8
5_17_7_118,5,17,7,118,198,4314,7_6,4511,7_4
5_17_7_119,5,17,7,119,24,4511,7_4,4534,7_1
5_17_7_131,5,17,7,131,32,5938,7_0,5969,7_7
5_17_7_136,5,17,7,136,41,5950,7_5,5990,7_4
5_17_9_3,5,17,9,3,233,95,9_2,335,9_1
5_17_9_6,5,17,9,6,153,98,9_1,258,9_0
5_17_9_8,5,17,9,8,38,112,9_0,154,9_0
5_17_9_10,5,17,9,10,24,223,9_0,254,9_0
5_17_9_13,5,17,9,13,31,329,9_7,361,9_7
5_17_9_14,5,17,9,14,108,335,9_1,456,9_0
5_17_9_51,5,17,9,51,164,2820,9_0,2983,9_1
5_17_9_58,5,17,9,58,146,2834,9_0,2979,9_1
5_17_9_59,5,17,9,59,141,2836,9_0,2976,9_1
5_17_9_68,5,17,9,68,86,3176,9_1,3270,9_0
5_17_9_72,5,17,9,72,126,3257,9_1,3385,9_0
5_17_9_76,5,17,9,76,39,3364,9_7,3402,9_7
5_17_9_78,5,17,9,78,185,3544,9_2,3734,9_0
5_17_9_79,5,17,9,79,166,3546,9_1,3716,9_0
5_17_9_83,5,17,9,83,156,3557,9_1,3720,9_0
5_17_9_92,5,17,9,92,50,3958,9_1,4007,9_0
5_17_9_94,5,17,9,94,103,3967,9_2,4069,9_0
5_17_9_95,5,17,9,95,33,4004,9_7,4063,9_7
5_17_9_97,5,17,9,97,51,4008,9_0,4094,9_0
5_17_10_1,5,17,10,1,97,1,10_0,97,10_8
5_17_10_2,5,17,10,2,98,1,10_0,98,10_8
5_17_10_5,5,17,10,5,27,19,10_0,62,10_0
5_17_10_7,5,17,10,7,37,67,10_0,103,10_8
5_17_10_10,5,17,10,10,109,212,10_0,334,10_5
5_17_10_12,5,17,10,12,32,227,10_0,258,10_0
5_17_10_17,5,17,10,17,28,333,10_5,360,10_1
5_17_10_22,5,17,10,22,86,841,10_0,926,10_0
5_17_10_23,5,17,10,23,106,861,10_1,966,10_5
5_17_10_29,5,17,10,29,76,1062,10_0,1145,10_0
5_17_10_30,5,17,10,30,86,1065,10_0,1150,10_0
5_17_10_38,5,17,10,38,108,1342,10_0,1449,10_5
5_17_10_40,5,17,10,40,26,1398,10_0,1423,10_0
5_17_10_48,5,17,10,48,141,1669,10_0,1809,10_5
5_17_10_53,5,17,10,53,27,1704,10_0,1733,10_0
5_17_10_55,5,17,10,55,72,1735,10_0,1806,10_2
5_17_10_56,5,17,10,56,141,1806,10_4,1946,10_5
5_17_10_65,5,17,10,65,228,1975,10_4,2202,10_4
5_17_10_66,5,17,10,66,39,2006,10_0,2044,10_0
5_17_10_74,5,17,10,74,57,2688,10_0,2750,10_0
5_17_10_75,5,17,10,75,60,2691,10_0,2750,10_0
5_17_10_79,5,17,10,79,41,2979,10_8,3019,10_1
5_17_10_85,5,17,10,85,35,2988,10_4,3022,10_1
5_17_10_89,5,17,10,89,73,3094,10_0,3173,10_0
5_17_10_90,5,17,10,90,147,3114,10_0,3266,10_8
5_17_10_91,5,17,10,91,29,3159,10_0,3187,10_0
5_17_10_94,5,17,10,94,24,3168,10_4,3191,10_4
5_17_10_104,5,17,10,104,71,3485,10_1,3555,10_8
5_17_10_110,5,17,10,110,51,3496,10_1,3546,10_5
5_17_10_111,5,17,10,111,31,3501,10_0,3536,10_4
5_17_10_112,5,17,10,112,152,3518,10_0,3669,10_1
5_17_10_117,5,17,10,117,53,3817,10_0,3869,10_0
5_17_10_119,5,17,10,119,125,3842,10_0,3966,10_8
5_17_10_120,5,17,10,120,116,3851,10_0,3969,10_5
5_17_10_131,5,17,10,131,36,4821,10_5,4856,10_1
5_17_10_132,5,17,10,132,26,4828,10_1,4854,10_1
5_17_10_136,5,17,10,136,48,5207,10_0,5259,10_0
5_17_10_138,5,17,10,138,60,5253,10_0,5312,10_1
5_17_10_140,5,17,10,140,36,5258,10_0,5293,10_0
5_17_10_141,5,17,10,141,156,5303,10_0,5458,10_4
5_17_10_146,5,17,10,146,58,5857,10_0,5914,10_0
5_17_10_148,5,17,10,148,85,5914,10_0,6000,10_0
5_17_10_150,5,17,10,150,80,5920,10_0,6000,10_1
5_17_10_151,5,17,10,151,58,5923,10_0,5988,10_0
5_17_11_47,5,17,11,47,51,4766,11_6,4816,11_7
5_17_11_48,5,17,11,48,48,4772,11_6,4819,11_8
5_17_12_4,5,17,12,4,93,312,12_1,405,12_0
5_17_12_6,5,17,12,6,187,385,12_8,571,12_0
5_17_12_9,5,17,12,9,185,388,12_5,572,12_0
5_17_12_10,5,17,12,10,159,397,12_1,560,12_0
5_17_12_25,5,17,12,25,105,563,12_1,688,12_0
5_17_12_37,5,17,12,37,155,1153,12_0,1307,12_1
5_17_12_42,5,17,12,42,43,1296,12_0,1338,12_0
5_17_12_43,5,17,12,43,46,1304,12_0,1353,12_0
5_17_12_60,5,17,12,60,264,2443,12_0,2710,12_2
5_17_12_64,5,17,12,64,81,2481,12_0,2566,12_0
5_17_12_66,5,17,12,66,198,2515,12_0,2712,12_8
5_17_12_69,5,17,12,69,172,2532,12_0,2713,12_5
5_17_12_74,5,17,12,74,60,2553,12_8,2612,12_7
5_17_12_100,5,17,12,100,223,3852,12_8,4113,12_0
5_17_12_101,5,17,12,101,200,3855,12_5,4054,12_0
5_17_12_102,5,17,12,102,207,3861,12_1,4072,12_0
5_17_12_112,5,17,12,112,132,3972,12_0,4106,12_0
5_17_12_115,5,17,12,115,53,4007,12_0,4092,12_0
5_17_12_122,5,17,12,122,65,4275,12_0,4339,12_1
5_17_12_124,5,17,12,124,40,4286,12_0,4365,12_0
5_17_12_132,5,17,12,132,254,4397,12_2,4676,12_2
5_17_12_143,5,17,12,143,33,4676,12_2,4708,12_7
5_17_13_19,5,17,13,19,58,1162,13_1,1219,13_0
5_17_13_26,5,17,13,26,24,1217,13_0,1240,13_0
5_17_13_31,5,17,13,31,172,1413,13_0,1584,13_0
5_17_13_32,5,17,13,32,32,1577,13_0,1608,13_0
5_17_13_36,5,17,13,36,316,1813,13_0,2135,13_3
5_17_13_37,5,17,13,37,94,1867,13_3,1960,13_1
5_17_13_40,5,17,13,40,65,1951,13_8,2015,13_0
5_17_13_44,5,17,13,44,90,2030,13_0,2119,13_1
5_17_13_47,5,17,13,47,39,2040,13_3,2078,13_0
5_17_13_49,5,17,13,49,66,2054,13_1,2125,13_1
5_17_13_58,5,17,13,58,101,2278,13_0,2378,13_1
5_17_13_60,5,17,13,60,126,2305,13_0,2431,13_0
5_17_13_63,5,17,13,63,53,2321,13_0,2391,13_1
5_17_13_82,5,17,13,82,25,3383,13_4,3407,13_5
5_17_13_85,5,17,13,85,24,3399,13_1,3422,13_0
5_17_13_89,5,17,13,89,53,3419,13_3,3482,13_0
5_17_13_93,5,17,13,93,280,3686,13_0,3965,13_0
5_17_13_95,5,17,13,95,41,3824,13_8,3864,13_3
5_17_14_1,5,17,14,1,144,100,14_1,264,14_6
5_17_14_2,5,17,14,2,57,117,14_6,249,14_6
5_17_14_4,5,17,14,4,224,152,14_6,396,14_5
5_17_14_10,5,17,14,10,178,225,14_6,402,14_2
5_17_14_11,5,17,14,11,96,305,14_6,400,14_5
5_17_14_26,5,17,14,26,24,1927,14_1,1950,14_8
5_17_14_32,5,17,14,32,116,1949,14_6,2064,14_1
5_17_14_39,5,17,14,39,250,2698,14_2,2968,14_6
5_17_14_40,5,17,14,40,203,2704,14_8,2939,14_6
5_17_14_41,5,17,14,41,228,2706,14_4,2933,14_6
5_17_14_53,5,17,14,53,103,2824,14_6,2961,14_6
5_17_14_63,5,17,14,63,103,3253,14_6,3357,14_5
5_17_14_64,5,17,14,64,172,3351,14_6,3538,14_1
5_17_14_76,5,17,14,76,237,3625,14_6,3865,14_2
5_17_14_81,5,17,14,81,229,3636,14_6,3864,14_2
5_17_14_86,5,17,14,86,196,3666,14_6,3861,14_8
5_17_14_106,5,17,14,106,162,4011,14_6,4174,14_1
5_17_14_110,5,17,14,110,115,4098,14_6,4212,14_1
5_17_15_5,5,17,15,5,59,270,15_7,328,15_3
5_17_15_6,5,17,15,6,78,273,15_6,350,15_3
5_17_15_29,5,17,15,29,51,2127,15_6,2177,15_3
5_17_15_30,5,17,15,30,96,2129,15_6,2226,15_6
5_17_15_31,5,17,15,31,39,2166,15_3,2204,15_6
5_17_15_34,5,17,15,34,29,2366,15_7,2394,15_2
