camera_dep,camera_ent,day,dep_cam_part_dep,dep_cam_part_ent,dep_frame_dep,dep_frame_ent,ent_cam_part_dep,ent_cam_part_ent,ent_frame_dep,ent_frame_ent,hour,id_dep,id_ent,t_delta,track_dep,track_ent,track_len_dep,track_len_ent,transit
10.0,9.0,6.0,10_5,9_0,3738.0,3897.0,10_0,9_2,3607.0,3742.0,9.0,6_9_10_76,6_9_9_66,0.42222222222222205,76.0,66.0,127.0,152.0,4.0
10.0,9.0,3.0,10_5,9_0,3052.0,3239.0,10_0,9_2,2883.0,3056.0,9.0,3_9_10_59,3_9_9_66,0.42222222222222205,59.0,66.0,160.0,176.0,4.0
10.0,9.0,10.0,10_5,9_0,4972.0,5166.0,10_0,9_2,4898.0,4976.0,11.0,10_11_10_103,10_11_9_57,0.42222222222222205,103.0,57.0,75.0,178.0,4.0
10.0,9.0,10.0,10_5,9_0,5013.0,5167.0,10_0,9_2,4886.0,5017.0,11.0,10_11_10_99,10_11_9_59,0.42222222222222205,99.0,59.0,125.0,151.0,4.0
10.0,9.0,4.0,10_5,9_0,4913.0,5036.0,10_0,9_2,4781.0,4917.0,9.0,4_9_10_59,4_9_9_53,0.42222222222222205,59.0,53.0,133.0,111.0,4.0
13.0,12.0,1.0,13_8,12_7,4473.0,4517.0,13_0,12_2,4266.0,4477.0,13.0,1_13_13_144,1_13_12_115,0.44444444444444464,144.0,115.0,201.0,41.0,4.0
13.0,12.0,4.0,13_8,12_0,4876.0,5044.0,13_1,12_2,4837.0,4880.0,11.0,4_11_13_186,4_11_12_139,0.44444444444444464,186.0,139.0,40.0,165.0,4.0
13.0,12.0,19.0,13_8,12_0,1470.0,1504.0,13_0,12_2,1444.0,1474.0,17.0,19_17_13_84,19_17_12_88,0.44444444444444464,84.0,88.0,27.0,29.0,4.0
13.0,12.0,2.0,13_8,12_0,4460.0,4569.0,13_4,12_2,4284.0,4464.0,13.0,2_13_13_230,2_13_12_133,0.44444444444444464,230.0,133.0,160.0,105.0,4.0
9.0,10.0,14.0,9_1,10_0,1363.0,1420.0,9_0,10_5,1257.0,1368.0,15.0,14_15_9_37,14_15_10_59,0.4615384615384617,37.0,59.0,107.0,53.0,5.0
4.0,3.0,9.0,4_8,3_0,2189.0,2366.0,4_8,3_5,1792.0,2196.0,9.0,9_9_4_49,9_9_3_54,0.47058823529411775,49.0,54.0,398.0,171.0,7.0
4.0,3.0,14.0,4_8,3_0,5807.0,5991.0,4_2,3_5,5410.0,5814.0,9.0,14_9_4_72,14_9_3_45,0.47058823529411775,72.0,45.0,398.0,172.0,7.0
4.0,3.0,15.0,4_8,3_0,5527.0,5604.0,4_8,3_5,5494.0,5534.0,9.0,15_9_4_58,15_9_3_71,0.47058823529411775,58.0,71.0,34.0,71.0,7.0
6.0,7.0,9.0,6_5,7_1,2040.0,2077.0,6_0,7_8,1984.0,2042.0,15.0,9_15_6_28,9_15_7_47,0.47368421052631593,28.0,47.0,57.0,36.0,2.0
6.0,7.0,5.0,6_5,7_1,5049.0,5091.0,6_0,7_8,5014.0,5051.0,13.0,5_13_6_176,5_13_7_141,0.47368421052631593,176.0,141.0,34.0,41.0,2.0
10.0,9.0,4.0,10_5,9_0,4914.0,5026.0,10_0,9_1,4778.0,4919.0,9.0,4_9_10_58,4_9_9_54,0.47826086956521774,58.0,54.0,137.0,105.0,5.0
10.0,9.0,20.0,10_5,9_0,1744.0,1923.0,10_4,9_1,1586.0,1749.0,11.0,20_11_10_37,20_11_9_9,0.47826086956521774,37.0,9.0,159.0,172.0,5.0
7.0,6.0,19.0,7_8,6_3,3283.0,3330.0,7_0,6_4,3228.0,3294.0,13.0,19_13_7_96,19_13_6_40,0.4871794871794872,96.0,40.0,56.0,37.0,11.0
7.0,6.0,6.0,7_8,6_0,498.0,570.0,7_1,6_4,464.0,509.0,15.0,6_15_7_8,6_15_6_17,0.4871794871794872,8.0,17.0,35.0,62.0,11.0
7.0,6.0,20.0,7_8,6_3,335.0,377.0,7_6,6_4,228.0,346.0,17.0,20_17_7_17,20_17_6_20,0.4871794871794872,17.0,20.0,105.0,32.0,11.0
7.0,6.0,6.0,7_8,6_0,1355.0,1437.0,7_1,6_4,1326.0,1367.0,13.0,6_13_7_16,6_13_6_48,0.5128205128205128,16.0,48.0,30.0,71.0,12.0
7.0,6.0,20.0,7_8,6_0,4530.0,4583.0,7_0,6_4,4470.0,4542.0,15.0,20_15_7_136,20_15_6_165,0.5128205128205128,136.0,165.0,61.0,42.0,12.0
7.0,6.0,6.0,7_8,6_0,5074.0,5190.0,7_1,6_4,5025.0,5086.0,11.0,6_11_7_104,6_11_6_118,0.5128205128205128,104.0,118.0,50.0,105.0,12.0
7.0,6.0,19.0,7_8,6_3,3284.0,3327.0,7_1,6_4,3253.0,3296.0,13.0,19_13_7_103,19_13_6_41,0.5128205128205128,103.0,41.0,32.0,32.0,12.0
7.0,6.0,3.0,7_8,6_3,5733.0,5789.0,7_1,6_4,5332.0,5745.0,15.0,3_15_7_117,3_15_6_169,0.5128205128205128,117.0,169.0,392.0,43.0,12.0
7.0,6.0,12.0,7_8,6_0,663.0,862.0,7_1,6_4,584.0,675.0,17.0,12_17_7_17,12_17_6_9,0.5128205128205128,17.0,9.0,80.0,188.0,12.0
7.0,6.0,3.0,7_8,6_3,3829.0,3869.0,7_6,6_4,3691.0,3841.0,15.0,3_15_7_62,3_15_6_99,0.5128205128205128,62.0,99.0,113.0,29.0,12.0
7.0,6.0,7.0,7_8,6_0,2380.0,2448.0,7_0,6_4,2340.0,2392.0,11.0,7_11_7_55,7_11_6_70,0.5128205128205128,55.0,70.0,41.0,57.0,12.0
10.0,9.0,20.0,10_5,9_0,418.0,467.0,10_0,9_1,299.0,422.0,19.0,20_19_10_7,20_19_9_7,0.5217391304347823,7.0,7.0,120.0,46.0,4.0
10.0,9.0,6.0,10_5,9_0,559.0,705.0,10_0,9_1,441.0,563.0,15.0,6_15_10_9,6_15_9_6,0.5217391304347823,9.0,6.0,118.0,143.0,4.0
6.0,7.0,4.0,6_5,7_1,2310.0,2378.0,6_3,7_8,2242.0,2313.0,15.0,4_15_6_52,4_15_7_44,0.5263157894736841,52.0,44.0,69.0,53.0,3.0
6.0,7.0,1.0,6_5,7_1,1340.0,1387.0,6_0,7_8,1286.0,1343.0,13.0,1_13_6_61,1_13_7_55,0.5263157894736841,61.0,55.0,55.0,35.0,3.0
4.0,3.0,4.0,4_8,3_0,3507.0,3549.0,4_6,3_5,3377.0,3515.0,13.0,4_13_4_212,4_13_3_111,0.5294117647058822,212.0,111.0,131.0,35.0,8.0
4.0,3.0,2.0,4_8,3_0,4859.0,4893.0,4_6,3_5,4733.0,4867.0,13.0,2_13_4_180,2_13_3_216,0.5294117647058822,180.0,216.0,98.0,27.0,8.0
9.0,10.0,7.0,9_1,10_1,3895.0,3933.0,9_0,10_5,3746.0,3901.0,15.0,7_15_9_53,7_15_10_88,0.5384615384615383,53.0,88.0,143.0,33.0,6.0
9.0,10.0,3.0,9_1,10_0,1378.0,1496.0,9_0,10_5,1210.0,1384.0,11.0,3_11_9_41,3_11_10_61,0.5384615384615383,41.0,61.0,160.0,66.0,6.0
12.0,13.0,19.0,12_5,13_0,2269.0,2345.0,12_7,13_5,2237.0,2277.0,17.0,19_17_12_160,19_17_13_113,0.545454545454545,160.0,113.0,33.0,69.0,8.0
12.0,13.0,19.0,12_5,13_1,2043.0,2135.0,12_7,13_5,2018.0,2051.0,9.0,19_9_12_34,19_9_13_13,0.545454545454545,34.0,13.0,26.0,85.0,8.0
7.0,5.0,20.0,7_5,5_0,4685.0,4765.0,7_6,5_1,4624.0,4688.0,19.0,20_19_7_154,20_19_5_63,0.5454545454545454,154.0,63.0,62.0,76.0,3.0
10.0,9.0,14.0,10_5,9_0,2838.0,2981.0,10_0,9_2,2706.0,2841.0,13.0,14_13_10_89,14_13_9_31,0.577777777777778,89.0,31.0,133.0,141.0,3.0
10.0,9.0,9.0,10_5,9_0,602.0,656.0,10_0,9_2,517.0,605.0,15.0,9_15_10_11,9_15_9_6,0.577777777777778,11.0,6.0,84.0,52.0,3.0
10.0,9.0,5.0,10_5,9_0,1920.0,2014.0,10_0,9_2,1820.0,1923.0,13.0,5_13_10_72,5_13_9_49,0.577777777777778,72.0,49.0,87.0,90.0,3.0
10.0,9.0,13.0,10_5,9_0,1716.0,1841.0,10_0,9_2,1588.0,1719.0,13.0,13_13_10_122,13_13_9_93,0.577777777777778,122.0,93.0,127.0,123.0,3.0
10.0,9.0,1.0,10_5,9_0,5530.0,5669.0,10_0,9_2,5402.0,5533.0,15.0,1_15_10_96,1_15_9_80,0.577777777777778,96.0,80.0,121.0,126.0,3.0
10.0,9.0,14.0,10_5,9_0,2836.0,2986.0,10_0,9_2,2596.0,2839.0,13.0,14_13_10_87,14_13_9_30,0.577777777777778,87.0,30.0,195.0,148.0,3.0
6.0,7.0,11.0,6_8,7_1,1933.0,1979.0,6_0,7_8,1863.0,1936.0,15.0,11_15_6_46,11_15_7_29,0.6000000000000001,46.0,29.0,66.0,44.0,3.0
6.0,7.0,9.0,6_8,7_0,2040.0,2089.0,6_0,7_8,1968.0,2043.0,15.0,9_15_6_26,9_15_7_48,0.6000000000000001,26.0,48.0,73.0,47.0,3.0
6.0,7.0,7.0,6_8,7_1,4355.0,4395.0,6_0,7_8,4287.0,4358.0,13.0,7_13_6_126,7_13_7_110,0.6000000000000001,126.0,110.0,60.0,38.0,3.0
6.0,7.0,5.0,6_8,7_8,1252.0,1280.0,6_0,7_8,1113.0,1255.0,15.0,5_15_6_36,5_15_7_34,0.6000000000000001,36.0,34.0,132.0,26.0,3.0
6.0,7.0,5.0,6_8,7_8,3981.0,4416.0,6_8,7_8,3936.0,3984.0,9.0,5_9_6_45,5_9_7_93,0.6000000000000001,45.0,93.0,43.0,343.0,3.0
6.0,7.0,13.0,6_8,7_1,1067.0,1099.0,6_8,7_8,943.0,1070.0,13.0,13_13_6_40,13_13_7_48,0.6000000000000001,40.0,48.0,125.0,30.0,3.0
6.0,7.0,15.0,6_8,7_6,1005.0,1180.0,6_4,7_8,883.0,1008.0,13.0,15_13_6_32,15_13_7_68,0.6000000000000001,32.0,68.0,122.0,169.0,3.0
6.0,7.0,20.0,6_8,7_1,1526.0,1553.0,6_0,7_8,1449.0,1529.0,15.0,20_15_6_51,20_15_7_46,0.6000000000000001,51.0,46.0,75.0,25.0,3.0
6.0,7.0,2.0,6_8,7_1,3647.0,3677.0,6_3,7_8,3606.0,3650.0,13.0,2_13_6_120,2_13_7_136,0.6000000000000001,120.0,136.0,42.0,28.0,3.0
6.0,7.0,3.0,6_8,7_1,5911.0,5950.0,6_3,7_8,5833.0,5914.0,15.0,3_15_6_174,3_15_7_130,0.6000000000000001,174.0,130.0,51.0,37.0,3.0
6.0,7.0,7.0,6_8,7_6,3722.0,4051.0,6_0,7_8,3666.0,3725.0,13.0,7_13_6_90,7_13_7_87,0.6000000000000001,90.0,87.0,57.0,196.0,3.0
12.0,13.0,2.0,12_2,13_0,4722.0,4790.0,12_7,13_8,4695.0,4725.0,13.0,2_13_12_151,2_13_13_255,0.6296296296296298,151.0,255.0,28.0,66.0,3.0
12.0,13.0,13.0,12_2,13_1,448.0,476.0,12_0,13_8,179.0,451.0,13.0,13_13_12_22,13_13_13_58,0.6296296296296298,22.0,58.0,227.0,26.0,3.0
12.0,13.0,13.0,12_2,13_1,4752.0,4839.0,12_0,13_8,4645.0,4755.0,13.0,13_13_12_465,13_13_13_421,0.6296296296296298,465.0,421.0,108.0,81.0,3.0
12.0,13.0,19.0,12_2,13_1,1733.0,1772.0,12_0,13_8,1565.0,1736.0,17.0,19_17_12_106,19_17_13_99,0.6296296296296298,106.0,99.0,158.0,37.0,3.0
12.0,13.0,4.0,12_2,13_1,4958.0,5120.0,12_4,13_8,4770.0,4961.0,17.0,4_17_12_102,4_17_13_165,0.6296296296296298,102.0,165.0,189.0,153.0,3.0
12.0,13.0,12.0,12_2,13_1,1306.0,1340.0,12_0,13_8,1204.0,1309.0,11.0,12_11_12_39,12_11_13_30,0.6296296296296298,39.0,30.0,97.0,24.0,3.0
12.0,13.0,13.0,12_2,13_1,444.0,470.0,12_0,13_8,362.0,447.0,13.0,13_13_12_32,13_13_13_54,0.6296296296296298,32.0,54.0,70.0,24.0,3.0
5.0,6.0,1.0,5_1,6_0,2556.0,2698.0,5_0,6_8,2487.0,2558.0,15.0,1_15_5_39,1_15_6_92,0.6363636363636362,39.0,92.0,70.0,141.0,2.0
5.0,6.0,6.0,5_1,6_0,923.0,983.0,5_6,6_8,887.0,925.0,19.0,6_19_5_29,6_19_6_19,0.6363636363636362,29.0,19.0,37.0,59.0,2.0
5.0,6.0,11.0,5_1,6_0,51.0,86.0,5_0,6_8,1.0,53.0,17.0,11_17_5_1,11_17_6_10,0.6363636363636362,1.0,10.0,51.0,34.0,2.0
5.0,6.0,19.0,5_1,6_0,4894.0,4988.0,5_7,6_8,4858.0,4896.0,17.0,19_17_5_91,19_17_6_73,0.6363636363636362,91.0,73.0,37.0,93.0,2.0
4.0,2.0,19.0,4_8,2_0,591.0,685.0,4_6,2_1,540.0,596.0,13.0,19_13_4_25,19_13_2_14,0.6470588235294121,25.0,14.0,52.0,83.0,5.0
4.0,2.0,10.0,4_8,2_0,4833.0,4921.0,4_6,2_1,4772.0,4838.0,13.0,10_13_4_210,10_13_2_209,0.6470588235294121,210.0,209.0,48.0,78.0,5.0
4.0,2.0,6.0,4_8,2_0,1914.0,2026.0,4_6,2_1,1795.0,1919.0,13.0,6_13_4_6,6_13_2_8,0.6470588235294121,6.0,8.0,111.0,104.0,5.0
5.0,6.0,7.0,5_2,6_8,1909.0,1996.0,5_7,6_4,1865.0,1920.0,19.0,7_19_5_29,7_19_6_22,0.6666666666666661,29.0,22.0,38.0,77.0,11.0
5.0,6.0,20.0,5_2,6_0,2583.0,2693.0,5_7,6_4,2536.0,2594.0,13.0,20_13_5_82,20_13_6_80,0.6666666666666661,82.0,80.0,48.0,75.0,11.0
5.0,6.0,13.0,5_2,6_0,3237.0,3378.0,5_7,6_4,3203.0,3248.0,11.0,13_11_5_58,13_11_6_38,0.6666666666666661,58.0,38.0,34.0,107.0,11.0
6.0,5.0,5.0,6_5,5_7,4160.0,4198.0,6_0,5_2,4105.0,4164.0,11.0,5_11_6_63,5_11_5_54,0.6666666666666665,63.0,54.0,56.0,35.0,4.0
6.0,5.0,15.0,6_5,5_8,979.0,1020.0,6_4,5_2,871.0,983.0,13.0,15_13_6_26,15_13_5_34,0.6666666666666665,26.0,34.0,93.0,38.0,4.0
6.0,5.0,20.0,6_5,5_7,3427.0,3459.0,6_0,5_2,3379.0,3431.0,15.0,20_15_6_115,20_15_5_82,0.6666666666666665,115.0,82.0,49.0,29.0,4.0
14.0,13.0,20.0,14_8,13_0,2640.0,2810.0,14_8,13_5,2579.0,2645.0,11.0,20_11_14_52,20_11_13_84,0.666666666666667,52.0,84.0,62.0,166.0,5.0
7.0,6.0,15.0,7_8,6_0,3553.0,3749.0,7_0,6_8,3515.0,3556.0,11.0,15_11_7_120,15_11_6_129,0.6923076923076925,120.0,129.0,27.0,194.0,3.0
7.0,6.0,5.0,7_8,6_0,4118.0,4269.0,7_1,6_8,4083.0,4121.0,13.0,5_13_7_100,5_13_6_126,0.6923076923076925,100.0,126.0,36.0,149.0,3.0
7.0,6.0,2.0,7_8,6_0,3056.0,3098.0,7_0,6_8,3004.0,3059.0,19.0,2_19_7_50,2_19_6_26,0.6923076923076925,50.0,26.0,53.0,40.0,3.0
7.0,6.0,16.0,7_8,6_0,4599.0,4749.0,7_1,6_8,4573.0,4602.0,11.0,16_11_7_27,16_11_6_20,0.6923076923076925,27.0,20.0,27.0,148.0,3.0
2.0,3.0,19.0,2_2,3_0,5160.0,5270.0,2_0,3_4,5016.0,5176.0,17.0,19_17_2_98,19_17_3_210,0.6999999999999993,98.0,210.0,145.0,95.0,16.0
2.0,3.0,7.0,2_2,3_0,4929.0,4998.0,2_0,3_4,4813.0,4945.0,9.0,7_9_2_83,7_9_3_84,0.6999999999999993,83.0,84.0,113.0,54.0,16.0
2.0,3.0,1.0,2_2,3_0,5175.0,5303.0,2_0,3_4,4976.0,5191.0,13.0,1_13_2_150,1_13_3_172,0.6999999999999993,150.0,172.0,177.0,113.0,16.0
9.0,10.0,7.0,9_2,10_1,3898.0,3929.0,9_0,10_5,3765.0,3902.0,15.0,7_15_9_55,7_15_10_89,0.7058823529411766,55.0,89.0,134.0,28.0,4.0
9.0,10.0,6.0,9_2,10_1,1179.0,1921.0,9_5,10_5,1130.0,1183.0,17.0,6_17_9_19,6_17_10_54,0.7058823529411766,19.0,54.0,50.0,718.0,4.0
9.0,10.0,13.0,9_2,10_0,1873.0,1973.0,9_0,10_5,1791.0,1877.0,13.0,13_13_9_109,13_13_10_175,0.7058823529411766,109.0,175.0,83.0,93.0,4.0
9.0,10.0,13.0,9_2,10_0,2411.0,2455.0,9_3,10_5,2372.0,2415.0,13.0,13_13_9_166,13_13_10_227,0.7058823529411766,166.0,227.0,40.0,41.0,4.0
4.0,3.0,10.0,4_8,3_0,5749.0,5861.0,4_6,3_4,5674.0,5764.0,17.0,10_17_4_148,10_17_3_79,0.7200000000000006,148.0,79.0,76.0,79.0,15.0
4.0,3.0,9.0,4_8,3_0,3158.0,3290.0,4_6,3_4,3033.0,3173.0,11.0,9_11_4_73,9_11_3_65,0.7200000000000006,73.0,65.0,123.0,110.0,15.0
4.0,3.0,19.0,4_8,3_0,4354.0,4463.0,4_6,3_4,4268.0,4369.0,17.0,19_17_4_119,19_17_3_173,0.7200000000000006,119.0,173.0,87.0,95.0,15.0
4.0,3.0,13.0,4_8,3_0,1472.0,1582.0,4_6,3_4,1326.0,1487.0,13.0,13_13_4_40,13_13_3_137,0.7200000000000006,40.0,137.0,146.0,75.0,15.0
4.0,3.0,3.0,4_8,3_0,1555.0,1593.0,4_6,3_4,1474.0,1570.0,11.0,3_11_4_33,3_11_3_59,0.7200000000000006,33.0,59.0,82.0,24.0,15.0
2.0,3.0,4.0,2_2,3_0,3102.0,3160.0,2_0,3_5,2842.0,3106.0,13.0,4_13_2_128,4_13_3_93,0.7272727272727275,128.0,93.0,222.0,55.0,4.0
14.0,13.0,16.0,14_8,13_1,5960.0,6005.0,14_1,13_8,5925.0,5964.0,15.0,16_15_14_55,16_15_13_56,0.7272727272727275,55.0,56.0,36.0,42.0,4.0
14.0,13.0,9.0,14_8,13_3,2569.0,2604.0,14_1,13_8,2540.0,2573.0,11.0,9_11_14_22,9_11_13_41,0.7272727272727275,22.0,41.0,30.0,32.0,4.0
14.0,13.0,4.0,14_8,13_0,5152.0,5236.0,14_1,13_8,5116.0,5156.0,9.0,4_9_14_55,4_9_13_95,0.7272727272727275,55.0,95.0,37.0,81.0,4.0
2.0,3.0,3.0,2_2,3_0,5061.0,5099.0,2_0,3_5,4931.0,5065.0,13.0,3_13_2_158,3_13_3_153,0.7272727272727275,158.0,153.0,130.0,35.0,4.0
13.0,12.0,4.0,13_8,12_0,3502.0,3734.0,13_0,12_1,3466.0,3506.0,15.0,4_15_13_61,4_15_12_74,0.7333333333333334,61.0,74.0,37.0,229.0,4.0
13.0,12.0,6.0,13_8,12_0,4763.0,4949.0,13_3,12_1,4735.0,4767.0,17.0,6_17_13_116,6_17_12_74,0.7333333333333334,116.0,74.0,29.0,183.0,4.0
13.0,12.0,15.0,13_8,12_0,2875.0,3143.0,13_3,12_1,2843.0,2879.0,15.0,15_15_13_88,15_15_12_43,0.7333333333333334,88.0,43.0,33.0,255.0,4.0
12.0,13.0,3.0,12_2,13_0,3975.0,4060.0,12_8,13_5,3940.0,3980.0,17.0,3_17_12_79,3_17_13_119,0.7428571428571429,79.0,119.0,36.0,81.0,5.0
12.0,13.0,2.0,12_2,13_3,933.0,1045.0,12_0,13_5,808.0,938.0,13.0,2_13_12_33,2_13_13_79,0.7428571428571429,33.0,79.0,126.0,85.0,5.0
12.0,13.0,9.0,12_2,13_0,4848.0,4931.0,12_0,13_5,4672.0,4853.0,13.0,9_13_12_198,9_13_13_155,0.7428571428571429,198.0,155.0,177.0,79.0,5.0
12.0,13.0,19.0,12_2,13_0,2193.0,2253.0,12_0,13_5,2054.0,2198.0,9.0,19_9_12_47,19_9_13_39,0.7428571428571429,47.0,39.0,115.0,56.0,5.0
12.0,13.0,19.0,12_2,13_1,2057.0,2151.0,12_7,13_5,2033.0,2062.0,9.0,19_9_12_36,19_9_13_17,0.7428571428571429,36.0,17.0,25.0,90.0,5.0
12.0,13.0,14.0,12_2,13_1,2917.0,2995.0,12_0,13_5,2736.0,2922.0,15.0,14_15_12_226,14_15_13_117,0.7428571428571429,226.0,117.0,113.0,74.0,5.0
4.0,2.0,16.0,4_5,2_0,3580.0,3778.0,4_6,2_1,3497.0,3583.0,13.0,16_13_4_44,16_13_2_58,0.763157894736842,44.0,58.0,84.0,149.0,3.0
4.0,2.0,1.0,4_5,2_0,3880.0,4061.0,4_7,2_1,3853.0,3883.0,13.0,1_13_4_105,1_13_2_123,0.763157894736842,105.0,123.0,26.0,178.0,3.0
4.0,2.0,13.0,4_5,2_0,3396.0,3529.0,4_6,2_1,3275.0,3399.0,13.0,13_13_4_116,13_13_2_82,0.763157894736842,116.0,82.0,113.0,125.0,3.0
4.0,2.0,1.0,4_5,2_2,5102.0,5442.0,4_8,2_1,5069.0,5105.0,17.0,1_17_4_91,1_17_2_65,0.763157894736842,91.0,65.0,34.0,322.0,3.0
4.0,2.0,12.0,4_5,2_0,2309.0,2408.0,4_6,2_1,2226.0,2312.0,11.0,12_11_4_28,12_11_2_42,0.763157894736842,28.0,42.0,84.0,97.0,3.0
4.0,2.0,9.0,4_5,2_0,5251.0,5900.0,4_6,2_1,5042.0,5254.0,13.0,9_13_4_187,9_13_2_189,0.763157894736842,187.0,189.0,171.0,558.0,3.0
6.0,5.0,19.0,6_8,5_7,1206.0,1243.0,6_0,5_2,1130.0,1207.0,19.0,19_19_6_8,19_19_5_2,0.7857142857142858,8.0,2.0,77.0,37.0,1.0
6.0,5.0,1.0,6_8,5_7,4555.0,4595.0,6_0,5_2,4496.0,4556.0,11.0,1_11_6_128,1_11_5_61,0.7857142857142858,128.0,61.0,60.0,40.0,1.0
3.0,4.0,18.0,3_5,4_8,1463.0,1510.0,3_8,4_8,1217.0,1467.0,17.0,18_17_3_18,18_17_4_14,0.806451612903226,18.0,14.0,241.0,44.0,4.0
3.0,4.0,1.0,3_5,4_5,5058.0,5095.0,3_0,4_8,4991.0,5062.0,17.0,1_17_3_142,1_17_4_89,0.806451612903226,142.0,89.0,68.0,34.0,4.0
3.0,4.0,18.0,3_5,4_6,2863.0,3029.0,3_3,4_8,2812.0,2867.0,17.0,18_17_3_59,18_17_4_49,0.806451612903226,59.0,49.0,52.0,155.0,4.0
2.0,4.0,2.0,2_5,4_6,490.0,651.0,2_2,4_4,284.0,492.0,13.0,2_13_2_9,2_13_4_18,0.8076923076923075,9.0,18.0,160.0,116.0,2.0
2.0,4.0,14.0,2_5,4_6,1658.0,1777.0,2_0,4_4,1528.0,1660.0,13.0,14_13_2_66,14_13_4_83,0.8076923076923075,66.0,83.0,131.0,98.0,2.0
2.0,4.0,10.0,2_5,4_6,3510.0,3597.0,2_0,4_4,3391.0,3512.0,13.0,10_13_2_135,10_13_4_151,0.8076923076923075,135.0,151.0,120.0,86.0,2.0
2.0,4.0,20.0,2_5,4_6,5338.0,5428.0,2_0,4_4,5239.0,5340.0,11.0,20_11_2_142,20_11_4_178,0.8076923076923075,142.0,178.0,100.0,76.0,2.0
9.0,10.0,20.0,9_2,10_0,2774.0,2909.0,9_0,10_8,2635.0,2775.0,17.0,20_17_9_63,20_17_10_85,0.8181818181818181,63.0,85.0,120.0,135.0,1.0
9.0,10.0,13.0,9_2,10_4,1800.0,1936.0,9_0,10_8,1759.0,1801.0,13.0,13_13_9_100,13_13_10_160,0.8181818181818181,100.0,160.0,42.0,136.0,1.0
9.0,10.0,13.0,9_2,10_1,5701.0,5731.0,9_0,10_8,5567.0,5702.0,13.0,13_13_9_200,13_13_10_417,0.8181818181818181,200.0,417.0,127.0,30.0,1.0
9.0,10.0,16.0,9_2,10_4,5623.0,5757.0,9_0,10_8,5463.0,5624.0,15.0,16_15_9_44,16_15_10_57,0.8181818181818181,44.0,57.0,158.0,134.0,1.0
6.0,7.0,8.0,6_5,7_1,1833.0,2137.0,6_3,7_7,1803.0,1835.0,11.0,8_11_6_53,8_11_7_45,0.8235294117647061,53.0,45.0,31.0,250.0,2.0
6.0,7.0,9.0,6_5,7_0,2035.0,2072.0,6_0,7_7,1977.0,2037.0,15.0,9_15_6_27,9_15_7_44,0.8235294117647061,27.0,44.0,59.0,36.0,2.0
6.0,7.0,15.0,6_5,7_6,2160.0,2331.0,6_3,7_7,1811.0,2162.0,15.0,15_15_6_56,15_15_7_35,0.8235294117647061,56.0,35.0,350.0,167.0,2.0
6.0,7.0,18.0,6_5,7_0,3969.0,4003.0,6_0,7_7,3934.0,3971.0,15.0,18_15_6_100,18_15_7_52,0.8235294117647061,100.0,52.0,36.0,33.0,2.0
6.0,7.0,20.0,6_5,7_0,4610.0,4650.0,6_1,7_7,4541.0,4612.0,15.0,20_15_6_164,20_15_7_147,0.8235294117647061,164.0,147.0,70.0,36.0,2.0
6.0,7.0,15.0,6_5,7_6,2155.0,2286.0,6_3,7_7,1801.0,2157.0,15.0,15_15_6_54,15_15_7_34,0.8235294117647061,54.0,34.0,355.0,116.0,2.0
13.0,14.0,13.0,13_5,14_6,1617.0,1666.0,13_0,14_8,1528.0,1620.0,13.0,13_13_13_126,13_13_14_132,0.8421052631578947,126.0,132.0,90.0,47.0,3.0
13.0,14.0,13.0,13_5,14_6,1547.0,1598.0,13_0,14_8,1462.0,1550.0,13.0,13_13_13_115,13_13_14_119,0.8421052631578947,115.0,119.0,84.0,32.0,3.0
5.0,6.0,18.0,5_2,6_0,3061.0,3141.0,5_7,6_8,3022.0,3065.0,9.0,18_9_5_52,18_9_6_41,0.8461538461538463,52.0,41.0,40.0,77.0,4.0
14.0,12.0,20.0,14_5,12_0,151.0,285.0,14_6,12_1,1.0,153.0,9.0,20_9_14_2,20_9_12_7,0.875,2.0,7.0,151.0,131.0,2.0
14.0,12.0,3.0,14_5,12_0,3331.0,3366.0,14_6,12_1,3166.0,3333.0,9.0,3_9_14_58,3_9_12_76,0.875,58.0,76.0,137.0,29.0,2.0
14.0,12.0,4.0,14_5,12_0,5181.0,5321.0,14_6,12_1,5009.0,5183.0,9.0,4_9_14_46,4_9_12_71,0.875,46.0,71.0,173.0,139.0,2.0
4.0,2.0,13.0,4_5,2_0,5872.0,5953.0,4_6,2_4,5811.0,5876.0,9.0,13_9_4_109,13_9_2_137,0.8846153846153846,109.0,137.0,62.0,70.0,4.0
7.0,6.0,13.0,7_8,6_0,960.0,1056.0,7_1,6_5,925.0,966.0,13.0,13_13_7_43,13_13_6_42,0.884615384615385,43.0,42.0,36.0,84.0,6.0
7.0,6.0,15.0,7_8,6_0,3542.0,3631.0,7_1,6_5,3502.0,3548.0,11.0,15_11_7_117,15_11_6_128,0.884615384615385,117.0,128.0,41.0,69.0,6.0
7.0,6.0,11.0,7_8,6_0,985.0,1077.0,7_1,6_5,938.0,991.0,15.0,11_15_7_20,11_15_6_22,0.884615384615385,20.0,22.0,48.0,87.0,6.0
2.0,4.0,1.0,2_2,4_6,580.0,706.0,2_0,4_7,381.0,588.0,19.0,1_19_2_8,1_19_4_19,0.9047619047619051,8.0,19.0,200.0,108.0,8.0
