id,day,hour,camera,track,track_len,ent_frame,ent_cam_part,dep_frame,dep_cam_part
6_9_12_44,6,9,12,44,95,2916,12_1,3022,12_0
6_9_12_64,6,9,12,64,28,4077,12_7,4104,12_2
6_9_13_40,6,9,13,40,327,2572,13_0,2898,13_5
6_9_13_52,6,9,13,52,48,2864,13_0,2911,13_8
6_9_13_62,6,9,13,62,58,4106,13_8,4163,13_0
6_11_3_50,6,11,3,50,37,2043,3_0,2079,3_5
6_11_3_67,6,11,3,67,24,3641,3_4,3664,3_0
6_11_4_42,6,11,4,42,256,2081,4_8,2336,4_8
6_11_4_66,6,11,4,66,92,3491,4_6,3625,4_8
6_11_6_112,6,11,6,112,105,5075,6_8,5189,6_0
6_11_6_118,6,11,6,118,105,5086,6_4,5190,6_0
6_11_7_103,6,11,7,103,60,5012,7_1,5071,7_8
6_11_7_104,6,11,7,104,50,5025,7_1,5074,7_8
6_13_2_8,6,13,2,8,104,1919,2_1,2026,2_0
6_13_2_11,6,13,2,11,148,1993,2_1,2140,2_0
6_13_2_21,6,13,2,21,65,2524,2_1,2588,2_0
6_13_2_23,6,13,2,23,168,2579,2_1,2747,2_0
6_13_2_51,6,13,2,51,76,3964,2_0,4039,2_2
6_13_2_52,6,13,2,52,73,3965,2_0,4037,2_2
6_13_3_64,6,13,3,64,36,4038,3_8,4073,3_0
6_13_3_66,6,13,3,66,28,4042,3_8,4069,3_0
6_13_4_6,6,13,4,6,111,1795,4_6,1914,4_8
6_13_4_10,6,13,4,10,84,1906,4_6,1989,4_5
6_13_4_16,6,13,4,16,146,2365,4_6,2520,4_8
6_13_4_21,6,13,4,21,95,2479,4_6,2573,4_5
6_13_6_47,6,13,6,47,83,1358,6_8,1440,6_0
6_13_6_48,6,13,6,48,71,1367,6_4,1437,6_0
6_13_7_15,6,13,7,15,41,1313,7_1,1354,7_8
6_13_7_16,6,13,7,16,30,1326,7_1,1355,7_8
6_15_5_36,6,15,5,36,43,2122,5_7,2164,5_1
6_15_6_17,6,15,6,17,62,509,6_4,570,6_0
6_15_6_21,6,15,6,21,39,594,6_4,632,6_3
6_15_6_83,6,15,6,83,361,2168,6_8,2528,6_0
6_15_7_8,6,15,7,8,35,464,7_1,498,7_8
6_15_7_10,6,15,7,10,104,484,7_6,587,7_8
6_15_9_5,6,15,9,5,128,561,9_2,689,9_0
6_15_9_6,6,15,9,6,143,563,9_1,705,9_0
6_15_10_6,6,15,10,6,126,428,10_0,560,10_5
6_15_10_9,6,15,10,9,118,441,10_0,559,10_5
6_15_13_68,6,15,13,68,43,1888,13_5,1948,13_0
6_15_13_74,6,15,13,74,78,1901,13_5,1978,13_0
6_15_13_79,6,15,13,79,84,1914,13_4,1997,13_0
6_15_14_50,6,15,14,50,38,1846,14_1,1884,14_8
6_15_14_54,6,15,14,54,29,1866,14_1,1894,14_8
6_15_14_55,6,15,14,55,34,1868,14_1,1901,14_8
6_17_2_58,6,17,2,58,180,4984,2_0,5165,2_2
6_17_2_76,6,17,2,76,100,5143,2_0,5242,2_5
6_17_3_11,6,17,3,11,54,1308,3_4,1380,3_0
6_17_3_20,6,17,3,20,198,1338,3_4,1581,3_0
6_17_3_111,6,17,3,111,52,5170,3_8,5221,3_0
6_17_4_22,6,17,4,22,93,1199,4_6,1294,4_8
6_17_4_28,6,17,4,28,47,1269,4_6,1324,4_8
6_17_4_89,6,17,4,89,97,5246,4_7,5360,4_6
6_17_9_19,6,17,9,19,50,1130,9_5,1179,9_2
6_17_10_54,6,17,10,54,718,1183,10_5,1921,10_1
6_17_12_8,6,17,12,8,130,1278,12_0,1448,12_2
6_17_12_73,6,17,12,73,171,4766,12_2,4953,12_0
6_17_12_74,6,17,12,74,183,4767,12_1,4949,12_0
6_17_13_30,6,17,13,30,147,1450,13_8,1596,13_1
6_17_13_115,6,17,13,115,30,4730,13_3,4759,13_5
6_17_13_116,6,17,13,116,29,4735,13_3,4763,13_8
6_19_5_24,6,19,5,24,56,834,5_0,889,5_5
6_19_5_29,6,19,5,29,37,887,5_6,923,5_1
6_19_6_19,6,19,6,19,59,925,6_8,983,6_0
6_19_6_22,6,19,6,22,92,934,6_8,1034,6_0
6_19_7_24,6,19,7,24,43,888,7_1,930,7_8
6_19_7_25,6,19,7,25,149,890,7_7,1039,7_6
6_19_12_34,6,19,12,34,443,485,12_2,927,12_5
6_19_12_43,6,19,12,43,32,898,12_7,929,12_5
6_19_13_2,6,19,13,2,417,67,13_4,483,13_8
6_19_13_5,6,19,13,5,36,139,13_8,182,13_3
6_19_13_7,6,19,13,7,109,144,13_8,252,13_1
6_19_13_43,6,19,13,43,108,939,13_5,1046,13_1
6_19_13_67,6,19,13,67,33,2036,13_5,2097,13_1
6_19_13_71,6,19,13,71,57,2044,13_8,2100,13_1
6_19_14_4,6,19,14,4,36,99,14_1,134,14_8
6_19_14_7,6,19,14,7,24,118,14_1,141,14_8
6_19_14_65,6,19,14,65,44,1990,14_1,2037,14_8
6_19_14_71,6,19,14,71,29,2002,14_1,2030,14_8
7_9_2_48,7,9,2,48,125,3378,2_0,3563,2_2
7_9_2_56,7,9,2,56,50,3516,2_0,3565,2_2
7_9_2_83,7,9,2,83,113,4813,2_0,4929,2_2
7_9_2_87,7,9,2,87,100,4831,2_0,4930,2_2
7_9_3_52,7,9,3,52,75,3567,3_8,3641,3_0
7_9_3_53,7,9,3,53,69,3570,3_5,3638,3_0
7_9_3_81,7,9,3,81,65,4936,3_8,5000,3_0
7_9_3_84,7,9,3,84,54,4945,3_4,4998,3_0
7_9_5_91,7,9,5,91,98,4739,5_0,4836,5_2
7_9_5_92,7,9,5,92,33,4777,5_7,4809,5_1
7_9_6_34,7,9,6,34,139,2860,6_8,3000,6_0
7_9_6_36,7,9,6,36,57,2880,6_5,2936,6_1
7_9_6_80,7,9,6,80,51,4813,6_8,4863,6_0
7_9_6_81,7,9,6,81,41,4837,6_8,4877,6_0
7_9_7_32,7,9,7,32,283,2529,7_6,2858,7_8
7_9_7_49,7,9,7,49,54,2826,7_6,2879,7_8
7_11_6_70,7,11,6,70,57,2392,6_4,2448,6_0
7_11_6_73,7,11,6,73,37,2417,6_4,2453,6_3
7_11_7_55,7,11,7,55,41,2340,7_0,2380,7_8
7_11_7_59,7,11,7,59,39,2369,7_0,2407,7_8
7_13_2_28,7,13,2,28,162,531,2_0,731,2_5
7_13_2_40,7,13,2,40,177,653,2_1,866,2_0
7_13_2_88,7,13,2,88,148,1871,2_1,2044,2_0
7_13_2_89,7,13,2,89,184,1877,2_4,2093,2_0
7_13_2_134,7,13,2,134,392,3666,2_1,4115,2_2
7_13_2_146,7,13,2,146,178,3875,2_0,4052,2_2
7_13_3_58,7,13,3,58,96,4056,3_8,4151,3_0
7_13_3_63,7,13,3,63,85,4116,3_5,4200,3_0
7_13_4_11,7,13,4,11,278,350,4_8,651,4_5
7_13_4_39,7,13,4,39,119,733,4_7,882,4_6
7_13_4_74,7,13,4,74,244,1587,4_6,1871,4_5
7_13_4_86,7,13,4,86,129,1740,4_6,1868,4_8
7_13_6_90,7,13,6,90,57,3666,6_0,3722,6_8
7_13_6_91,7,13,6,91,38,3689,6_0,3726,6_5
7_13_6_109,7,13,6,109,59,3935,6_8,3999,6_0
7_13_6_110,7,13,6,110,398,3944,6_1,4341,6_8
7_13_6_126,7,13,6,126,60,4287,6_0,4355,6_8
7_13_7_87,7,13,7,87,196,3725,7_8,4051,7_6
7_13_7_88,7,13,7,88,152,3730,7_7,3881,7_6
7_13_7_93,7,13,7,93,33,3898,7_1,3930,7_8
7_13_7_106,7,13,7,106,42,4343,7_8,4384,7_1
7_13_7_110,7,13,7,110,38,4358,7_8,4395,7_1
7_15_9_7,7,15,9,7,225,1288,9_0,1516,9_2
7_15_9_12,7,15,9,12,191,1327,9_0,1517,9_1
7_15_9_53,7,15,9,53,143,3746,9_0,3895,9_1
7_15_9_55,7,15,9,55,134,3765,9_0,3898,9_2
7_15_10_29,7,15,10,29,48,1522,10_8,1569,10_1
7_15_10_33,7,15,10,33,37,1524,10_5,1560,10_1
7_15_10_88,7,15,10,88,33,3901,10_5,3933,10_1
7_15_10_89,7,15,10,89,28,3902,10_5,3929,10_1
7_15_12_144,7,15,12,144,100,5447,12_2,5555,12_0
7_15_13_66,7,15,13,66,55,5382,13_0,5439,13_5
7_15_13_67,7,15,13,67,80,5389,13_8,5468,13_5
7_15_14_101,7,15,14,101,213,5469,14_8,5686,14_6
7_19_5_29,7,19,5,29,38,1865,5_7,1909,5_2
7_19_5_30,7,19,5,30,35,1872,5_7,1906,5_2
7_19_5_37,7,19,5,37,74,1998,5_1,2071,5_1
7_19_6_21,7,19,6,21,69,1918,6_4,1988,6_8
7_19_6_22,7,19,6,22,77,1920,6_4,1996,6_8
8_11_2_24,8,11,2,24,157,1871,2_0,2066,2_5
8_11_4_65,8,11,4,65,77,2067,4_7,2143,4_6
8_11_6_53,8,11,6,53,31,1803,6_3,1833,6_5
8_11_6_64,8,11,6,64,149,2312,6_5,2460,6_0
8_11_7_45,8,11,7,45,250,1835,7_7,2137,7_1
8_11_7_54,8,11,7,54,192,2116,7_6,2307,7_8
9_9_3_52,9,9,3,52,118,2099,3_4,2219,3_0
9_9_3_53,9,9,3,53,104,2185,3_8,2288,3_0
9_9_3_54,9,9,3,54,171,2196,3_5,2366,3_0
9_9_4_49,9,9,4,49,398,1792,4_8,2189,4_8
9_9_4_58,9,9,4,58,78,2012,4_8,2089,4_8
9_9_4_62,9,9,4,62,74,2109,4_7,2182,4_8
9_9_5_37,9,9,5,37,37,4706,5_7,4742,5_2
9_9_5_38,9,9,5,38,26,4713,5_7,4738,5_2
9_9_6_55,9,9,6,55,64,4743,6_8,4806,6_0
9_9_6_57,9,9,6,57,55,4751,6_4,4805,6_0
9_9_9_74,9,9,9,74,360,4910,9_0,5282,9_2
9_9_9_89,9,9,9,89,183,5107,9_0,5289,9_2
9_9_10_79,9,9,10,79,45,5287,10_8,5331,10_1
9_9_10_80,9,9,10,80,30,5296,10_5,5325,10_1
9_11_2_76,9,11,2,76,149,4498,2_0,4684,2_5
9_11_2_79,9,11,2,79,48,4525,2_2,4572,2_2
9_11_3_65,9,11,3,65,110,3173,3_4,3290,3_0
9_11_3_107,9,11,3,107,31,4578,3_8,4608,3_1
9_11_4_73,9,11,4,73,123,3033,4_6,3158,4_8
9_11_4_131,9,11,4,131,104,4686,4_7,4790,4_6
9_11_5_50,9,11,5,50,250,3556,5_0,3855,5_2
9_11_5_56,9,11,5,56,86,3654,5_1,3739,5_0
9_11_6_46,9,11,6,46,63,3667,6_5,3729,6_0
9_11_6_50,9,11,6,50,55,3861,6_5,3915,6_0
9_11_7_76,9,11,7,76,174,3478,7_6,3653,7_5
9_11_7_83,9,11,7,83,34,3627,7_1,3660,7_8
9_11_13_41,9,11,13,41,32,2573,13_8,2604,13_3
9_11_13_44,9,11,13,44,29,2580,13_4,2608,13_3
9_11_14_21,9,11,14,21,38,2532,14_1,2569,14_8
9_11_14_22,9,11,14,22,30,2540,14_1,2569,14_8
9_13_2_17,9,13,2,17,214,431,2_4,669,2_0
9_13_2_119,9,13,2,119,110,4223,2_4,4332,2_0
9_13_2_120,9,13,2,120,107,4223,2_1,4331,2_0
9_13_2_189,9,13,2,189,558,5254,2_1,5900,2_0
9_13_2_230,9,13,2,230,117,5771,2_4,5887,2_0
9_13_3_10,9,13,3,10,44,380,3_8,423,3_0
9_13_3_150,9,13,3,150,162,3918,3_8,4079,3_5
9_13_3_151,9,13,3,151,30,3975,3_1,4004,3_5
9_13_3_242,9,13,3,242,74,5301,3_8,5374,3_0
9_13_4_2,9,13,4,2,257,64,4_6,378,4_8
9_13_4_28,9,13,4,28,90,338,4_6,430,4_5
9_13_4_121,9,13,4,121,94,3821,4_6,3914,4_8
9_13_4_130,9,13,4,130,145,4009,4_8,4171,4_6
9_13_4_136,9,13,4,136,190,4031,4_8,4220,4_5
9_13_4_138,9,13,4,138,44,4080,4_8,4123,4_7
9_13_4_142,9,13,4,142,103,4116,4_6,4218,4_5
9_13_4_187,9,13,4,187,171,5042,4_6,5251,4_5
9_13_4_193,9,13,4,193,184,5113,4_8,5296,4_8
9_13_4_211,9,13,4,211,495,5236,4_6,5770,4_5
9_13_12_29,9,13,12,29,98,1047,12_2,1163,12_0
9_13_12_32,9,13,12,32,24,1084,12_2,1107,12_7
9_13_12_73,9,13,12,73,121,1539,12_1,1684,12_0
9_13_12_198,9,13,12,198,177,4672,12_0,4848,12_2
9_13_12_199,9,13,12,199,176,4672,12_0,4847,12_2
9_13_13_22,9,13,13,22,28,1014,13_3,1041,13_8
9_13_13_23,9,13,13,23,56,1023,13_0,1078,13_8
9_13_13_34,9,13,13,34,68,1487,13_1,1565,13_1
9_13_13_36,9,13,13,36,47,1514,13_8,1560,13_1
9_13_13_37,9,13,13,37,49,1521,13_8,1569,13_1
9_13_13_150,9,13,13,150,85,4849,13_8,4933,13_0
9_13_13_155,9,13,13,155,79,4853,13_5,4931,13_0
9_13_13_167,9,13,13,167,125,4893,13_8,5018,13_1
9_13_13_171,9,13,13,171,32,4909,13_4,4947,13_0
9_13_14_12,9,13,14,12,120,1411,14_6,1533,14_5
9_13_14_14,9,13,14,14,34,1441,14_1,1474,14_8
9_13_14_16,9,13,14,16,49,1460,14_1,1508,14_8
9_13_14_21,9,13,14,21,27,1493,14_7,1519,14_8
9_13_14_104,9,13,14,104,36,4856,14_1,4891,14_8
9_13_14_105,9,13,14,105,36,4865,14_1,4900,14_8
9_15_6_26,9,15,6,26,73,1968,6_0,2040,6_8
9_15_6_27,9,15,6,27,59,1977,6_0,2035,6_5
9_15_6_28,9,15,6,28,57,1984,6_0,2040,6_5
9_15_6_40,9,15,6,40,103,2215,6_4,2317,6_0
9_15_6_144,9,15,6,144,44,5463,6_8,5506,6_1
9_15_7_39,9,15,7,39,245,1931,7_6,2205,7_8
9_15_7_44,9,15,7,44,36,2037,7_7,2072,7_0
9_15_7_47,9,15,7,47,36,2042,7_8,2077,7_1
9_15_7_48,9,15,7,48,47,2043,7_8,2089,7_0
9_15_7_196,9,15,7,196,42,5417,7_7,5458,7_8
9_15_9_6,9,15,9,6,52,605,9_2,656,9_0
9_15_9_8,9,15,9,8,136,625,9_2,760,9_0
9_15_10_11,9,15,10,11,84,517,10_0,602,10_5
9_15_10_12,9,15,10,12,79,546,10_0,624,10_5
9_17_2_23,9,17,2,23,112,1046,2_4,1157,2_0
9_17_2_24,9,17,2,24,174,1048,2_1,1255,2_2
9_17_4_6,9,17,4,6,185,846,4_6,1043,4_2
9_17_4_17,9,17,4,17,95,946,4_6,1047,4_5
9_19_12_43,9,19,12,43,63,1109,12_7,1177,12_2
9_19_12_45,9,19,12,45,47,1127,12_7,1185,12_2
9_19_12_46,9,19,12,46,38,1146,12_7,1183,12_2
9_19_12_83,9,19,12,83,169,4326,12_1,4507,12_0
9_19_12_84,9,19,12,84,173,4326,12_2,4507,12_0
9_19_13_36,9,19,13,36,99,1180,13_5,1279,13_0
9_19_13_38,9,19,13,38,99,1188,13_8,1286,13_0
9_19_13_41,9,19,13,41,100,1189,13_8,1291,13_0
9_19_13_65,9,19,13,65,33,4289,13_1,4321,13_8
9_19_13_66,9,19,13,66,25,4294,13_1,4318,13_5
10_9_6_19,10,9,6,19,75,2520,6_8,2594,6_0
10_9_6_20,10,9,6,20,73,2522,6_5,2594,6_0
10_9_7_28,10,9,7,28,42,2476,7_1,2517,7_8
10_9_7_29,10,9,7,29,29,2486,7_1,2514,7_8
10_11_2_29,10,11,2,29,139,1961,2_0,2099,2_5
10_11_2_37,10,11,2,37,115,2091,2_0,2205,2_5
10_11_4_56,10,11,4,56,112,2105,4_4,2216,4_6
10_11_4_66,10,11,4,66,55,2212,4_7,2266,4_6
10_11_9_10,10,11,9,10,89,954,9_0,1064,9_2
10_11_9_12,10,11,9,12,71,990,9_0,1060,9_2
10_11_9_57,10,11,9,57,178,4976,9_2,5166,9_0
10_11_9_59,10,11,9,59,151,5017,9_2,5167,9_0
10_11_9_60,10,11,9,60,159,5018,9_2,5176,9_0
10_11_10_20,10,11,10,20,30,1061,10_5,1090,10_1
10_11_10_25,10,11,10,25,29,1067,10_5,1095,10_1
10_11_10_99,10,11,10,99,125,4886,10_0,5013,10_5
10_11_10_103,10,11,10,103,75,4898,10_0,4972,10_5
10_11_10_105,10,11,10,105,91,4914,10_0,5012,10_5
10_13_2_75,10,13,2,75,167,1986,2_1,2152,2_0
10_13_2_119,10,13,2,119,193,3147,2_0,3345,2_2
10_13_2_133,10,13,2,133,72,3339,2_0,3412,2_5
10_13_2_135,10,13,2,135,120,3391,2_0,3510,2_5
10_13_2_146,10,13,2,146,146,3677,2_1,3842,2_0
10_13_2_182,10,13,2,182,77,4742,2_0,4824,2_8
10_13_2_192,10,13,2,192,37,4793,2_0,4834,2_8
10_13_2_209,10,13,2,209,78,4838,2_1,4921,2_0
10_13_3_106,10,13,3,106,84,3348,3_8,3431,3_0
10_13_4_58,10,13,4,58,92,1891,4_8,1982,4_8
10_13_4_147,10,13,4,147,102,3414,4_7,3526,4_6
10_13_4_151,10,13,4,151,86,3512,4_4,3597,4_6
10_13_4_153,10,13,4,153,124,3521,4_6,3672,4_5
10_13_4_210,10,13,4,210,48,4772,4_6,4833,4_8
10_13_4_221,10,13,4,221,172,4825,4_4,5057,4_6
10_13_4_227,10,13,4,227,203,4835,4_4,5056,4_6
10_13_12_31,10,13,12,31,136,1682,12_0,1818,12_2
10_13_12_106,10,13,12,106,32,5177,12_7,5208,12_2
10_13_12_107,10,13,12,107,24,5184,12_7,5207,12_5
10_13_13_9,10,13,13,9,76,397,13_1,472,13_0
10_13_13_14,10,13,13,14,63,410,13_4,475,13_0
10_13_13_59,10,13,13,59,160,1826,13_4,1988,13_0
10_13_13_101,10,13,13,101,33,2248,13_3,2280,13_5
10_13_13_190,10,13,13,190,33,5212,13_5,5276,13_1
10_13_13_195,10,13,13,195,67,5217,13_5,5283,13_1
10_13_14_3,10,13,14,3,40,348,14_1,387,14_8
10_13_14_5,10,13,14,5,38,358,14_1,395,14_8
10_13_14_30,10,13,14,30,24,2285,14_8,2308,14_1
10_15_2_40,10,15,2,40,96,5507,2_0,5602,2_2
10_15_2_43,10,15,2,43,66,5598,2_0,5663,2_5
10_15_4_153,10,15,4,153,58,5605,4_7,5666,4_6
10_15_4_157,10,15,4,157,63,5665,4_7,5756,4_6
10_17_3_68,10,17,3,68,222,5664,3_4,5885,3_2
10_17_3_71,10,17,3,71,79,5719,3_4,5809,3_0
10_17_3_77,10,17,3,77,55,5757,3_8,5811,3_0
10_17_3_79,10,17,3,79,79,5764,3_4,5861,3_0
10_17_4_123,10,17,4,123,148,5456,4_6,5648,4_8
10_17_4_141,10,17,4,141,72,5634,4_6,5705,4_8
10_17_4_147,10,17,4,147,76,5655,4_6,5748,4_8
10_17_4_148,10,17,4,148,76,5674,4_6,5749,4_8
11_9_2_21,11,9,2,21,205,1992,2_0,2218,2_5
11_9_4_24,11,9,4,24,76,2219,4_7,2298,4_6
11_9_9_44,11,9,9,44,100,2622,9_0,2723,9_2
11_9_9_45,11,9,9,45,97,2623,9_0,2719,9_2
11_9_10_35,11,9,10,35,128,2721,10_8,2848,10_4
11_9_10_37,11,9,10,37,191,2726,10_5,2916,10_4
11_11_2_9,11,11,2,9,87,380,2_1,468,2_0
11_11_2_13,11,11,2,13,160,465,2_1,625,2_0
11_11_2_55,11,11,2,55,133,2372,2_0,2504,2_5
11_11_2_58,11,11,2,58,92,2412,2_0,2503,2_5
11_11_2_79,11,11,2,79,195,3305,2_0,3508,2_5
11_11_2_84,11,11,2,84,147,3359,2_0,3505,2_5
11_11_2_122,11,11,2,122,92,4816,2_4,4907,2_0
11_11_2_123,11,11,2,123,89,4816,2_1,4904,2_0
11_11_3_19,11,11,3,19,31,1609,3_8,1639,3_0
11_11_3_21,11,11,3,21,24,1612,3_4,1635,3_0
11_11_4_7,11,11,4,7,74,306,4_6,379,4_5
11_11_4_8,11,11,4,8,90,372,4_6,461,4_8
11_11_4_25,11,11,4,25,158,1407,4_6,1600,4_8
11_11_4_30,11,11,4,30,122,1476,4_6,1602,4_8
11_11_4_60,11,11,4,60,100,2508,4_4,2641,4_6
11_11_4_61,11,11,4,61,66,2508,4_7,2574,4_6
11_11_4_82,11,11,4,82,59,3508,4_7,3585,4_6
11_11_4_84,11,11,4,84,102,3511,4_7,3620,4_6
11_11_4_108,11,11,4,108,98,4716,4_6,4813,4_5
11_11_4_109,11,11,4,109,85,4723,4_6,4814,4_8
11_11_12_125,11,11,12,125,30,5576,12_7,5605,12_5
11_11_13_116,11,11,13,116,282,5615,13_5,5898,13_0
11_13_2_21,11,13,2,21,242,1452,2_4,1704,2_2
11_13_2_22,11,13,2,22,67,1455,2_1,1522,2_0
11_13_2_99,11,13,2,99,187,2916,2_0,3137,2_5
11_13_2_111,11,13,2,111,129,3217,2_0,3346,2_5
11_13_2_119,11,13,2,119,66,3290,2_0,3359,2_5
11_13_2_123,11,13,2,123,145,3686,2_0,3853,2_8
11_13_2_143,11,13,2,143,209,4056,2_0,4275,2_5
11_13_2_144,11,13,2,144,194,4061,2_0,4273,2_5
11_13_4_42,11,13,4,42,208,1219,4_6,1449,4_8
11_13_4_48,11,13,4,48,196,1252,4_6,1450,4_5
11_13_4_182,11,13,4,182,173,3139,4_7,3360,4_6
11_13_4_204,11,13,4,204,29,3348,4_7,3376,4_6
11_13_4_209,11,13,4,209,222,3362,4_4,3586,4_6
11_13_4_244,11,13,4,244,179,3854,4_4,4060,4_6
11_13_4_290,11,13,4,290,118,4277,4_7,4394,4_6
11_13_4_291,11,13,4,291,198,4278,4_7,4480,4_5
11_13_6_54,11,13,6,54,71,2033,6_4,2103,6_0
11_13_7_86,11,13,7,86,51,1962,7_0,2019,7_8
11_13_9_6,11,13,9,6,26,2083,9_2,2108,9_4
11_13_9_8,11,13,9,8,159,2091,9_1,2249,9_0
11_13_10_42,11,13,10,42,111,1974,10_0,2084,10_5
11_13_10_49,11,13,10,49,84,1994,10_0,2077,10_5
11_15_2_71,11,15,2,71,133,4683,2_0,4815,2_2
11_15_2_74,11,15,2,74,122,4688,2_0,4816,2_2
11_15_3_148,11,15,3,148,31,4816,3_8,4876,3_0
11_15_3_151,11,15,3,151,420,4834,3_4,5327,3_0
11_15_5_10,11,15,5,10,61,664,5_2,725,5_0
11_15_5_37,11,15,5,37,26,1938,5_2,1963,5_7
11_15_6_11,11,15,6,11,28,633,6_0,660,6_8
11_15_6_19,11,15,6,19,60,953,6_5,1012,6_0
11_15_6_22,11,15,6,22,87,991,6_5,1077,6_0
11_15_6_41,11,15,6,41,95,1840,6_0,1934,6_8
11_15_6_46,11,15,6,46,66,1863,6_0,1933,6_8
11_15_7_19,11,15,7,19,33,916,7_1,948,7_8
11_15_7_20,11,15,7,20,48,938,7_1,985,7_8
11_15_7_29,11,15,7,29,44,1936,7_8,1979,7_1
11_15_9_45,11,15,9,45,43,2465,9_2,2507,9_0
11_15_9_53,11,15,9,53,178,2562,9_2,2746,9_0
11_15_9_55,11,15,9,55,166,2567,9_1,2733,9_0
11_15_10_70,11,15,10,70,51,2414,10_0,2464,10_5
11_15_10_71,11,15,10,71,113,2428,10_0,2560,10_5
11_15_10_74,11,15,10,74,114,2434,10_0,2558,10_5
11_15_13_20,11,15,13,20,173,717,13_5,907,13_4
11_15_13_27,11,15,13,27,65,736,13_1,808,13_4
11_15_14_4,11,15,14,4,39,677,14_1,715,14_8
11_15_14_6,11,15,14,6,36,687,14_1,722,14_8
11_17_2_110,11,17,2,110,102,5608,2_0,5709,2_2
11_17_3_117,11,17,3,117,110,5726,3_4,5835,3_0
11_17_5_1,11,17,5,1,51,1,5_0,51,5_1
11_17_6_10,11,17,6,10,34,53,6_8,86,6_0
11_17_12_8,11,17,12,8,480,956,12_7,1512,12_2
11_17_12_41,11,17,12,41,28,1455,12_7,1482,12_2
11_17_13_26,11,17,13,26,63,1484,13_8,1546,13_0
11_17_13_28,11,17,13,28,97,1516,13_8,1612,13_1
11_19_5_2,11,19,5,2,39,161,5_6,199,5_1
11_19_5_3,11,19,5,3,28,169,5_7,201,5_1
11_19_6_9,11,19,6,9,76,202,6_8,287,6_3
11_19_6_11,11,19,6,11,52,206,6_8,260,6_3
12_9_12_148,12,9,12,148,108,4830,12_0,4959,12_2
12_9_13_157,12,9,13,157,72,4962,13_5,5033,13_1
12_11_2_42,12,11,2,42,97,2312,2_1,2408,2_0
12_11_2_72,12,11,2,72,172,4311,2_0,4482,2_2
12_11_2_73,12,11,2,73,138,4436,2_2,4573,2_2
12_11_3_82,12,11,3,82,37,4484,3_8,4520,3_0
12_11_3_87,12,11,3,87,164,4578,3_8,4754,3_0
12_11_4_28,12,11,4,28,84,2226,4_6,2309,4_5
12_11_6_134,12,11,6,134,50,5499,6_3,5548,6_5
12_11_6_137,12,11,6,137,44,5505,6_3,5548,6_8
12_11_7_95,12,11,7,95,201,5549,7_8,5777,7_6
12_11_7_98,12,11,7,98,214,5552,7_8,5777,7_6
12_11_12_19,12,11,12,19,189,1035,12_0,1224,12_5
12_11_12_39,12,11,12,39,97,1204,12_0,1306,12_2
12_11_12_66,12,11,12,66,54,2870,12_1,2949,12_0
12_11_12_69,12,11,12,69,130,2884,12_1,3013,12_0
12_11_12_123,12,11,12,123,73,4663,12_2,4735,12_5
12_11_12_156,12,11,12,156,170,5306,12_7,5475,12_2
12_11_12_200,12,11,12,200,130,5732,12_2,5861,12_0
12_11_13_24,12,11,13,24,124,1231,13_5,1354,13_1
12_11_13_30,12,11,13,30,24,1309,13_8,1340,13_1
12_11_13_95,12,11,13,95,268,4370,13_1,4657,13_8
12_11_13_127,12,11,13,127,198,5477,13_8,5674,13_5
12_11_13_141,12,11,13,141,69,5658,13_0,5726,13_8
12_11_14_35,12,11,14,35,71,2798,14_6,2868,14_8
12_11_14_36,12,11,14,36,51,2808,14_6,2880,14_5
12_13_2_141,12,13,2,141,91,3583,2_1,3673,2_0
12_13_2_143,12,13,2,143,80,3589,2_4,3688,2_0
12_13_2_190,12,13,2,190,94,5265,2_4,5382,2_0
12_13_2_191,12,13,2,191,35,5267,2_1,5301,2_0
12_13_2_194,12,13,2,194,117,5278,2_1,5404,2_0
12_13_2_203,12,13,2,203,151,5521,2_1,5671,2_0
12_13_3_152,12,13,3,152,57,5606,3_8,5662,3_0
12_13_3_155,12,13,3,155,32,5621,3_1,5652,3_3
12_13_4_201,12,13,4,201,196,3343,4_6,3579,4_5
12_13_4_211,12,13,4,211,165,3401,4_6,3581,4_2
12_13_4_321,12,13,4,321,247,4944,4_2,5259,4_5
12_13_4_341,12,13,4,341,95,5162,4_6,5259,4_8
12_13_4_343,12,13,4,343,68,5202,4_6,5272,4_5
12_13_4_354,12,13,4,354,168,5336,4_6,5513,4_5
12_13_4_364,12,13,4,364,110,5480,4_8,5605,4_8
12_13_4_369,12,13,4,369,82,5519,4_6,5600,4_8
12_15_3_13,12,15,3,13,50,1725,3_4,1776,3_0
12_15_3_16,12,15,3,16,27,1739,3_4,1765,3_0
12_15_4_40,12,15,4,40,68,1645,4_6,1712,4_8
12_15_4_43,12,15,4,43,34,1693,4_6,1726,4_8
12_15_12_2,12,15,12,2,138,126,12_0,263,12_2
12_15_12_4,12,15,12,4,129,129,12_0,266,12_2
12_15_12_58,12,15,12,58,148,3704,12_1,3851,12_0
12_15_12_96,12,15,12,96,36,4971,12_7,5006,12_2
12_15_13_8,12,15,13,8,78,265,13_8,342,13_0
12_15_13_10,12,15,13,10,71,270,13_5,340,13_0
12_15_13_57,12,15,13,57,504,3193,13_0,3698,13_8
12_15_13_123,12,15,13,123,76,5015,13_4,5093,13_0
12_17_6_4,12,17,6,4,39,585,6_8,623,6_0
