dep_id,dep_frame,dep_cam_part,ent_id,ent_frame,ent_cam_part,transit
4_15_14_95,4716,14_8,4_15_13_79,4718,13_5,2
4_15_14_108,5362,14_8,4_15_13_88,5366,13_5,4
4_15_5_20,1057,5_2,4_15_6_33,1072,6_4,15
4_15_5_24,1559,5_7,4_15_6_42,1570,6_1,11
4_15_5_92,5722,5_5,4_15_7_116,5725,7_7,3
4_15_6_63,2356,6_8,4_15_7_64,2358,7_7,2
4_15_7_24,1031,7_8,4_15_6_28,1044,6_4,13
4_15_7_25,1058,7_8,4_15_6_33,1072,6_4,14
4_15_7_35,1557,7_7,4_15_6_42,1570,6_1,13
4_15_9_58,5203,9_2,4_15_10_120,5217,10_5,14
4_17_10_38,1589,10_0,4_17_6_31,1634,6_0,45
4_17_12_5,655,12_2,4_17_13_6,661,13_8,6
4_17_13_9,781,13_8,4_17_12_8,784,12_2,3
4_17_13_78,2822,13_5,4_17_12_59,2824,12_2,2
4_17_13_98,3306,13_0,4_17_3_107,3319,3_3,13
4_17_13_175,5048,13_3,4_17_2_126,5081,2_2,33
4_17_14_38,2521,14_7,4_17_13_74,2534,13_1,13
4_17_14_57,3072,14_8,4_17_13_85,3083,13_1,11
4_17_14_96,5771,14_8,4_17_13_195,5790,13_1,19
4_17_2_27,1610,2_0,4_17_7_35,1611,7_6,1
4_17_2_32,1755,2_5,4_17_4_37,1759,4_7,4
4_17_2_45,2151,2_5,4_17_4_52,2154,4_4,3
4_17_3_19,760,3_5,4_17_4_9,766,4_8,6
4_17_3_67,2122,3_5,4_17_2_55,2155,2_1,33
4_17_3_68,2174,3_5,4_17_4_53,2179,4_7,5
4_17_3_73,2598,3_5,4_17_4_65,2603,4_8,5
4_17_3_78,2604,3_8,4_17_2_70,2605,2_2,1
4_17_3_93,3299,3_5,4_17_4_85,3303,4_8,4
4_17_3_155,5078,3_8,4_17_2_126,5081,2_2,3
4_17_4_17,1433,4_8,4_17_2_16,1448,2_2,15
4_17_4_119,4996,4_8,4_17_3_158,5020,3_1,24
4_17_4_125,5004,4_8,4_17_3_155,5005,3_8,1
4_17_4_128,5255,4_8,4_17_2_128,5258,2_1,3
4_17_6_49,3953,6_5,4_17_7_146,3957,7_8,4
4_17_7_28,1529,7_8,4_17_6_26,1539,6_4,10
4_17_7_79,2365,7_7,4_17_6_36,2366,6_5,1
4_17_7_152,4515,7_8,4_17_6_66,4523,6_1,8
4_17_7_162,4618,7_8,4_17_6_70,4628,6_4,10
4_17_7_166,4631,7_8,4_17_10_128,4634,10_0,3
4_17_7_182,5262,7_8,4_17_6_85,5269,6_4,7
4_17_7_191,5282,7_8,4_17_6_91,5292,6_4,10
4_17_9_34,1749,9_2,4_17_10_48,1764,10_1,15
4_17_9_66,4086,9_5,4_17_10_96,4108,10_1,22
4_19_4_25,2287,4_5,4_19_2_32,2293,2_1,6
4_19_5_2,146,5_2,4_19_6_4,156,6_4,10
4_19_5_58,4996,5_5,4_19_6_72,5003,6_5,7
4_19_6_5,579,6_5,4_19_5_4,582,5_2,3
4_19_6_31,1791,6_8,4_19_5_20,1793,5_1,2
4_19_6_73,5229,6_5,4_19_5_64,5235,5_1,6
4_19_7_1,146,7_8,4_19_6_4,156,6_4,10
4_19_7_14,2466,7_8,4_19_6_39,2472,6_4,6
4_19_7_56,5002,7_8,4_19_6_72,5003,6_5,1
4_9_10_58,4914,10_5,4_9_9_54,4919,9_1,5
4_9_12_33,3068,12_2,4_9_13_30,3075,13_5,7
4_9_13_62,4301,13_5,4_9_12_49,4304,12_1,3
4_9_13_102,5383,13_5,4_9_14_62,5385,14_8,2
4_9_14_33,3895,14_8,4_9_13_39,3898,13_8,3
4_9_14_34,3896,14_8,4_9_13_43,3909,13_4,13
4_9_2_1,404,2_1,4_9_3_6,406,3_8,2
4_9_2_4,1184,2_8,4_9_4_23,1193,4_5,9
4_9_2_21,2827,2_2,4_9_3_29,2828,3_8,1
4_9_2_47,4213,2_2,4_9_3_73,4214,3_8,1
4_9_2_53,4321,2_2,4_9_3_85,4349,3_4,28
4_9_2_63,4401,2_5,4_9_3_98,4414,3_1,13
4_9_2_64,4405,2_2,4_9_3_97,4411,3_4,6
4_9_3_116,4944,3_5,4_9_2_74,4948,2_2,4
4_9_4_30,1633,4_5,4_9_2_13,1640,2_4,7
4_9_4_72,4091,4_5,4_9_2_46,4097,2_1,6
4_9_4_137,5712,4_5,4_9_2_87,5717,2_4,5
4_9_5_59,4853,5_2,4_9_6_45,4855,6_5,2
4_9_6_34,3770,6_8,4_9_5_30,3771,5_1,1
4_9_7_26,2484,7_8,4_9_6_28,2489,6_5,5
4_9_7_67,4842,7_4,4_9_6_45,4855,6_5,13
4_9_9_73,5921,9_2,4_9_10_74,5926,10_5,5
5_11_10_81,4450,10_5,5_11_9_53,4456,9_2,6
5_11_4_24,862,4_8,5_11_3_21,878,3_4,16
5_11_4_42,1375,4_8,5_11_3_42,1392,3_4,17
5_11_4_52,1880,4_8,5_11_2_30,1884,2_1,4
5_11_4_82,3297,4_5,5_11_2_53,3303,2_1,6
5_11_4_97,3987,4_5,5_11_2_65,3991,2_1,4
5_11_5_4,771,5_1,5_11_6_9,772,6_8,1
5_11_7_121,5223,7_8,5_11_6_114,5231,6_4,8
5_11_9_56,4814,9_1,5_11_10_100,4817,10_5,3
5_11_9_62,4989,9_2,5_11_10_108,4994,10_5,5
5_13_10_57,1748,10_5,5_13_9_43,1751,9_1,3
5_13_10_124,4112,10_4,5_13_9_121,4117,9_1,5
5_13_10_137,4153,10_5,5_13_11_64,4156,11_7,3
5_13_10_224,5174,10_8,5_13_11_75,5175,11_7,1
5_13_12_80,3314,12_2,5_13_13_96,3316,13_5,2
5_13_12_139,4990,12_5,5_13_13_136,5003,13_1,13
5_13_14_107,4997,14_8,5_13_13_136,5003,13_1,6
5_13_2_85,3761,2_5,5_13_4_140,3767,4_7,6
5_13_2_95,4692,2_5,5_13_4_179,4698,4_7,6
5_13_3_57,1636,3_5,5_13_2_51,1658,2_2,22
5_13_3_73,2379,3_5,5_13_4_115,2386,4_8,7
5_13_4_7,274,4_8,5_13_3_23,277,3_8,3
5_13_4_12,130,4_8,5_13_3_9,134,3_8,4
5_13_4_49,1311,4_8,5_13_12_17,1316,12_8,5
5_13_4_86,1802,4_5,5_13_2_54,1803,2_1,1
5_13_5_89,4104,5_2,5_13_9_120,4111,9_2,7
5_13_5_96,4288,5_2,5_13_6_152,4293,6_5,5
5_13_6_172,5047,6_5,5_13_5_132,5048,5_1,1
5_13_7_38,1547,7_7,5_13_6_43,1559,6_1,12
5_13_7_90,4051,7_7,5_13_10_140,4084,10_0,33
5_13_7_108,4283,7_5,5_13_6_152,4293,6_5,10
5_13_9_4,484,9_1,5_13_10_16,500,10_1,16
5_13_9_36,1599,9_1,5_13_10_50,1601,10_8,2
5_13_9_92,3730,9_2,5_13_10_114,3733,10_5,3
5_15_1_58,4944,1_2,5_15_11_19,4975,11_6,31
5_15_10_145,5547,10_2,5_15_11_30,5550,11_7,3
5_15_11_9,2151,11_5,5_15_9_30,2154,9_4,3
5_15_11_19,4999,11_5,5_15_9_66,5002,9_1,3
5_15_12_38,1195,12_1,5_15_13_38,1213,13_4,18
5_15_2_24,1333,2_2,5_15_3_37,1336,3_8,3
5_15_2_45,3004,2_2,5_15_3_77,3048,3_4,44
5_15_4_15,1039,4_5,5_15_2_22,1044,2_1,5
5_15_4_18,1264,4_8,5_15_2_26,1271,2_1,7
5_15_4_30,2075,4_5,5_15_2_38,2079,2_1,4
5_15_4_70,4913,4_5,5_15_2_56,4918,2_1,5
5_15_4_76,5455,4_8,5_15_2_59,5459,2_1,4
5_15_4_80,5864,4_8,5_15_2_72,5871,2_1,7
5_15_6_3,183,6_8,5_15_7_5,187,7_8,4
5_15_6_4,187,6_5,5_15_7_9,193,7_7,6
5_15_6_60,1990,6_5,5_15_7_51,1995,7_8,5
5_15_7_22,1197,7_8,5_15_6_44,1201,6_5,4
5_15_7_59,2262,7_7,5_15_6_87,2269,6_4,7
5_15_9_15,1929,9_2,5_15_10_63,1930,10_5,1
5_17_11_47,4816,11_7,5_17_10_132,4828,10_1,12
5_17_11_48,4819,11_8,5_17_10_131,4821,10_5,2
5_17_11_54,5840,11_7,5_17_10_144,5853,10_4,13
5_17_12_159,5627,12_2,5_17_13_142,5628,13_8,1
5_17_13_110,4395,13_8,5_17_12_132,4397,12_2,2
5_17_14_4,396,14_5,5_17_12_10,397,12_1,1
5_17_14_26,1950,14_8,5_17_13_40,1951,13_8,1
5_17_3_33,1615,3_3,5_17_12_51,1662,12_5,47
5_17_3_125,4304,3_5,5_17_2_64,4308,2_2,4
5_17_4_40,2444,4_5,5_17_2_41,2449,2_1,5
5_17_4_70,5229,4_8,5_17_7_120,5234,7_1,5
5_17_4_72,5466,4_8,5_17_2_67,5468,2_1,2
5_17_5_52,2855,5_2,5_17_6_50,2860,6_8,5
5_17_5_58,3578,5_2,5_17_6_71,3581,6_8,3
5_17_5_61,3908,5_2,5_17_6_79,3918,6_4,10
5_17_5_69,5291,5_2,5_17_6_87,5294,6_8,3
5_17_7_62,2229,7_5,5_17_5_45,2231,5_1,2
5_17_7_105,3571,7_4,5_17_6_71,3581,6_8,10
5_19_10_7,4126,10_5,5_19_11_2,4146,11_3,20
5_19_11_2,4186,11_7,5_19_10_10,4189,10_2,3
5_19_12_6,1548,12_1,5_19_13_9,1550,13_8,2
5_19_2_12,2970,2_8,5_19_4_43,2974,4_4,4
5_19_2_19,3287,2_2,5_19_4_49,3293,4_7,6
5_19_3_12,1606,3_5,5_19_2_5,1632,2_1,26
5_19_3_19,3973,3_8,5_19_4_66,3979,4_8,6
5_19_4_60,3747,4_5,5_19_2_31,3749,2_4,2
5_19_6_1,2352,6_8,5_19_5_3,2354,5_1,2
5_19_7_57,5424,7_7,5_19_10_13,5428,10_0,4
5_9_10_34,2710,10_5,5_9_9_21,2711,9_2,1
5_9_10_71,4022,10_8,5_9_9_29,4024,9_1,2
5_9_10_73,4009,10_1,5_9_9_27,4022,9_1,13
5_9_13_1,696,13_5,5_9_14_25,702,14_7,6
5_9_13_3,315,13_8,5_9_14_14,326,14_5,11
5_9_14_3,194,14_8,5_9_13_1,197,13_5,3
5_9_14_55,4279,14_8,5_9_12_63,4282,12_1,3
5_9_2_57,5206,2_2,5_9_3_76,5218,3_4,12
5_9_3_52,3848,3_5,5_9_4_75,3852,4_8,4
5_9_4_16,807,4_8,5_9_3_29,821,3_4,14
5_9_4_36,1978,4_8,5_9_3_39,1987,3_4,9
5_9_4_57,2175,4_8,5_9_2_36,2177,2_1,2
5_9_4_96,5932,4_8,5_9_3_86,5935,3_5,3
5_9_5_17,2644,5_4,5_9_6_16,2654,6_8,10
5_9_5_138,5179,5_4,5_9_7_114,5191,7_7,12
5_9_6_18,2827,6_8,5_9_5_32,2828,5_2,1
5_9_7_56,2650,7_8,5_9_6_16,2654,6_8,4
5_9_7_68,3093,7_8,5_9_6_28,3102,6_5,9
6_11_1_6,512,1_6,6_11_3_8,559,3_0,47
6_11_10_59,3620,10_5,6_11_13_78,3621,13_1,1
6_11_12_3,567,12_2,6_11_13_11,571,13_8,4
6_11_12_62,5045,12_2,6_11_13_94,5049,13_5,4
6_11_12_75,5863,12_2,6_11_13_107,5867,13_5,4
6_11_14_11,1330,14_8,6_11_12_23,1333,12_1,3
6_11_2_96,5813,2_5,6_11_4_101,5816,4_7,3
6_11_3_59,2959,3_5,6_11_4_54,2975,4_7,16
6_11_4_35,1921,4_8,6_11_5_15,1935,5_7,14
6_11_4_41,2197,4_5,6_11_2_34,2198,2_4,1
6_11_5_56,4272,5_8,6_11_10_76,4315,10_0,43
6_13_1_5,1670,1_2,6_13_12_22,1697,12_8,27
6_13_1_13,2155,1_6,6_13_3_29,2180,3_0,25
6_13_1_28,3193,1_3,6_13_6_93,3198,6_0,5
6_13_1_31,3202,1_5,6_13_10_69,3205,10_4,3
6_13_10_5,22,10_4,6_13_9_5,29,9_1,7
6_13_10_38,1431,10_5,6_13_9_42,1434,9_1,3
6_13_10_118,4122,10_5,6_13_3_70,4146,3_4,24
6_13_3_63,3825,3_0,6_13_10_107,3850,10_4,25
6_13_5_38,2661,5_2,6_13_6_82,2674,6_4,13
6_13_6_48,1437,6_0,6_13_10_43,1443,10_0,6
6_13_6_103,3398,6_0,6_13_1_35,3439,1_6,41
6_13_6_104,3434,6_3,6_13_15_39,3443,15_7,9
7_11_10_63,2648,10_5,7_11_3_55,2664,3_1,16
7_11_10_87,3847,10_0,7_11_3_92,3869,3_0,22
7_11_12_66,3194,12_5,7_11_13_98,3197,13_5,3
7_11_13_93,3132,13_5,7_11_14_64,3141,14_8,9
7_11_3_131,5118,3_5,7_11_2_73,5122,2_2,4
7_11_5_65,3880,5_2,7_11_6_118,3886,6_5,6
7_11_5_66,4616,5_5,7_11_6_139,4626,6_5,10
7_11_9_40,2099,9_2,7_11_10_46,2109,10_5,10
7_13_10_67,3218,10_8,7_13_15_44,3265,15_7,47
7_13_15_27,1602,15_6,7_13_12_31,1609,12_1,7
7_13_5_10,866,5_5,7_13_7_26,867,7_7,1
7_13_5_94,5086,5_7,7_13_7_130,5116,7_4,30
7_13_6_65,2477,6_0,7_13_1_37,2526,1_6,49
7_13_6_73,3063,6_0,7_13_12_56,3112,12_2,49
7_13_6_78,3241,6_0,7_13_1_48,3263,1_6,22
7_13_6_97,3842,6_5,7_13_15_57,3878,15_2,36
7_13_6_163,5458,6_0,7_13_3_92,5496,3_0,38
7_13_9_5,310,9_5,7_13_11_9,312,11_7,2
8_11_11_3,773,11_5,8_11_9_11,778,9_1,5
8_11_11_4,1862,11_8,8_11_10_31,1867,10_8,5
8_11_11_9,2807,11_7,8_11_10_43,2811,10_5,4
8_11_14_17,939,14_8,8_11_3_33,940,3_0,1
8_11_2_27,2066,2_2,8_11_4_64,2067,4_7,1
8_11_2_50,2281,2_2,8_11_3_79,2290,3_4,9
8_11_2_68,4251,2_5,8_11_4_108,4254,4_7,3
8_11_3_1,54,3_8,8_11_4_3,61,4_8,7
8_11_3_143,5174,3_5,8_11_4_131,5175,4_8,1
8_11_3_148,5481,3_5,8_11_4_134,5484,4_8,3
8_11_4_25,909,4_2,8_11_2_10,911,2_4,2
8_11_4_53,1940,4_5,8_11_2_38,1942,2_1,2
8_11_4_76,2628,4_5,8_11_2_60,2632,2_1,4
8_11_7_75,4966,7_5,8_11_5_52,4971,5_1,5
8_11_7_76,4943,7_5,8_11_10_77,4971,10_0,28
8_11_9_73,5350,9_2,8_11_10_97,5364,10_4,14
9_11_12_22,1222,12_5,9_11_13_29,1231,13_5,9
9_11_12_33,1730,12_2,9_11_13_34,1739,13_5,9
9_11_12_42,2600,12_5,9_11_13_51,2620,13_1,20
9_11_12_106,5244,12_2,9_11_13_131,5255,13_1,11
9_11_13_3,222,13_5,9_11_14_6,231,14_5,9
9_11_13_35,2088,13_8,9_11_12_39,2090,12_2,2
9_11_14_10,1223,14_5,9_11_13_29,1231,13_5,8
9_11_14_23,2606,14_7,9_11_13_51,2620,13_1,14
9_11_14_50,4207,14_5,9_11_12_99,4211,12_1,4
9_11_14_61,4924,14_8,9_11_13_122,4937,13_4,13
9_11_14_62,5289,14_8,9_11_13_133,5302,13_1,13
9_11_14_63,5467,14_8,9_11_13_145,5482,13_1,15
9_11_2_5,1016,2_5,9_11_4_24,1018,4_7,2
9_11_2_27,2419,2_2,9_11_3_25,2423,3_8,4
9_11_2_45,2948,2_2,9_11_4_68,2950,4_7,2
9_11_2_74,4685,2_2,9_11_4_131,4686,4_7,1
9_11_4_50,2416,4_8,9_11_3_25,2423,3_8,7
9_11_4_73,3158,4_8,9_11_3_65,3173,3_4,15
9_11_4_116,4591,4_5,9_11_2_90,4593,2_1,2
9_11_5_79,4483,5_2,9_11_6_72,4498,6_4,15
9_11_6_3,589,6_8,9_11_5_4,591,5_2,2
9_11_6_26,2629,6_5,9_11_5_27,2630,5_2,1
9_11_7_33,2258,7_8,9_11_6_20,2264,6_5,6
9_11_7_76,3653,7_5,9_11_5_56,3654,5_1,1
9_11_7_96,4479,7_8,9_11_6_72,4498,6_4,19
9_11_7_101,4841,7_8,9_11_6_78,4855,6_4,14
9_13_1_49,1048,1_5,9_13_14_10,1082,14_8,34
9_13_10_33,1291,10_5,9_13_9_18,1294,9_2,3
9_13_10_43,1427,10_8,9_13_9_29,1429,9_1,2
9_13_10_64,1417,10_2,9_13_9_31,1439,9_4,22
9_13_12_47,1475,12_2,9_13_13_34,1487,13_1,12
9_13_12_166,4023,12_1,9_13_13_107,4025,13_5,2
9_13_13_211,5753,13_8,9_13_14_124,5759,14_5,6
9_13_14_12,1533,14_5,9_13_12_73,1539,12_1,6
9_13_14_14,1474,14_8,9_13_13_34,1487,13_1,13
9_13_14_21,1519,14_8,9_13_3_64,1520,3_0,1
9_13_14_32,1715,14_8,9_13_12_89,1719,12_1,4
9_13_14_81,3803,14_8,9_13_13_92,3808,13_5,5
9_13_2_27,633,2_2,9_13_4_52,660,4_7,27
9_13_2_90,3863,2_5,9_13_4_126,3864,4_7,1
9_13_2_129,4402,2_2,9_13_3_179,4412,3_4,10
9_13_2_236,5958,2_2,9_13_4_247,5963,4_7,5
9_13_3_14,670,3_5,9_13_2_33,676,2_1,6
9_13_3_32,1190,3_5,9_13_4_68,1192,4_8,2
9_13_3_151,4004,3_5,9_13_4_135,4028,4_7,24
9_13_3_173,4414,3_5,9_13_2_138,4461,2_1,47
9_13_3_201,4831,3_5,9_13_4_170,4861,4_8,30
9_13_3_204,4918,3_5,9_13_2_167,4931,2_4,13
9_13_4_2,378,4_8,9_13_3_10,380,3_8,2
9_13_4_23,372,4_8,9_13_3_11,382,3_1,10
9_13_4_27,430,4_2,9_13_2_17,431,2_4,1
9_13_4_80,1543,4_5,9_13_2_49,1544,2_4,1
9_13_4_101,3029,4_5,9_13_2_62,3033,2_1,4
9_13_4_142,4218,4_5,9_13_2_119,4223,2_4,5
9_13_4_187,5251,4_5,9_13_2_189,5254,2_1,3
9_13_6_12,415,6_5,9_13_5_5,418,5_2,3
9_15_10_11,602,10_5,9_15_9_6,605,9_2,3
9_15_10_12,624,10_5,9_15_9_8,625,9_2,1
9_15_12_19,1429,12_2,9_15_13_26,1431,13_5,2
9_15_12_51,3497,12_2,9_15_13_64,3507,13_4,10
9_15_14_20,1427,14_8,9_15_13_26,1431,13_5,4
9_15_14_33,2250,14_7,9_15_13_45,2263,13_1,13
9_15_14_43,2824,14_7,9_15_13_59,2835,13_1,11
9_15_14_46,3493,14_8,9_15_13_64,3507,13_4,14
9_15_14_50,3983,14_8,9_15_13_70,4002,13_1,19
9_15_2_15,1653,2_2,9_15_4_47,1698,4_7,45
9_15_3_1,116,3_5,9_15_2_5,122,2_2,6
9_15_4_62,2347,4_5,9_15_2_28,2354,2_1,7
9_15_4_116,4336,4_5,9_15_2_37,4342,2_1,6
9_15_4_124,4891,4_5,9_15_2_45,4897,2_4,6
9_15_4_129,4894,4_5,9_15_2_45,4897,2_4,3
9_15_6_11,1095,6_5,9_15_7_28,1104,7_4,9
9_15_6_27,2035,6_5,9_15_7_44,2037,7_7,2
9_15_6_28,2040,6_5,9_15_7_48,2043,7_8,3
9_15_9_37,2093,9_2,9_15_10_56,2097,10_5,4
9_15_9_63,3507,9_2,9_15_10_90,3516,10_1,9
9_15_9_74,4607,9_2,9_15_10_109,4617,10_5,10
9_17_13_108,3442,13_8,9_17_12_66,3443,12_1,1
9_17_13_155,4929,13_5,9_17_12_94,4936,12_2,7
9_17_4_42,2196,4_8,9_17_2_46,2201,2_1,5
9_17_4_46,2737,4_8,9_17_3_57,2751,3_4,14
9_17_5_60,5909,5_2,9_17_6_54,5915,6_8,6
9_17_6_21,3129,6_8,9_17_7_63,3130,7_8,1
9_17_7_48,2161,7_8,9_17_6_17,2167,6_4,6
9_17_7_105,5013,7_7,9_17_6_42,5024,6_4,11
9_17_7_136,5912,7_8,9_17_6_54,5915,6_8,3
9_19_10_9,820,10_8,9_19_1_15,831,1_6,11
9_19_13_50,1269,13_0,9_19_2_50,1315,2_2,46
9_19_2_2,106,2_2,9_19_4_7,109,4_7,3
9_19_4_20,797,4_5,9_19_2_24,799,2_1,2
9_19_5_10,746,5_1,9_19_6_8,748,6_8,2
9_19_5_45,3472,5_1,9_19_10_43,3477,10_0,5
9_19_6_14,2992,6_5,9_19_7_60,2994,7_7,2
9_9_10_21,2034,10_5,9_9_9_30,2035,9_2,1
9_9_10_24,1785,10_1,9_9_6_19,1820,6_3,35
9_9_12_25,1809,12_2,9_9_13_48,1815,13_4,6
9_9_12_27,1943,12_5,9_9_13_57,1947,13_8,4
9_9_13_20,1259,13_5,9_9_12_15,1274,12_5,15
9_9_14_1,73,14_8,9_9_12_3,76,12_2,3
9_9_14_15,1943,14_8,9_9_13_57,1947,13_8,4
9_9_14_69,5146,14_2,9_9_12_99,5159,12_4,13
9_9_2_6,443,2_5,9_9_4_12,446,4_7,3
9_9_2_43,2189,2_2,9_9_3_54,2196,3_5,7
9_9_2_45,2100,2_2,9_9_4_62,2109,4_7,9
9_9_2_70,4036,2_2,9_9_3_86,4044,3_5,8
9_9_2_139,5668,2_5,9_9_4_173,5670,4_7,2
9_9_3_124,5375,3_5,9_9_2_136,5404,2_1,29
9_9_4_27,1410,4_8,9_9_3_24,1422,3_4,12
9_9_4_39,1542,4_8,9_9_2_36,1545,2_1,3
9_9_4_62,2182,4_8,9_9_3_53,2185,3_8,3
9_9_4_135,4813,4_2,9_9_2_109,4820,2_4,7
9_9_5_17,934,5_2,9_9_6_9,935,6_8,1
9_9_5_34,3802,5_2,9_9_6_36,3803,6_8,1
9_9_5_46,4791,5_5,9_9_6_60,4799,6_5,8
9_9_5_69,5603,5_2,9_9_6_89,5604,6_8,1
9_9_6_3,439,6_5,9_9_5_10,444,5_2,5
9_9_6_4,523,6_8,9_9_5_15,524,5_1,1
9_9_6_13,1650,6_5,9_9_5_23,1654,5_2,4
9_9_6_30,3288,6_8,9_9_5_28,3290,5_2,2
9_9_7_87,4794,7_7,9_9_6_60,4799,6_5,5
10_11_12_52,3496,12_2,10_11_15_34,3518,15_3,22
10_11_13_24,530,13_0,10_11_2_5,535,2_1,5
10_11_13_30,1740,13_8,10_11_12_19,1745,12_1,5
10_11_13_122,5284,13_8,10_11_12_99,5294,12_2,10
10_11_14_1,59,14_5,10_11_12_6,64,12_1,5
10_11_14_12,1157,14_5,10_11_12_16,1160,12_1,3
10_11_14_27,3488,14_8,10_11_15_34,3518,15_3,30
10_11_2_37,2205,2_5,10_11_4_66,2212,4_7,7
10_11_2_65,2946,2_2,10_11_3_71,2961,3_4,15
10_11_2_73,3221,2_5,10_11_4_104,3222,4_5,1
10_11_2_76,3220,2_2,10_11_4_105,3226,4_7,6
10_11_4_169,4984,4_5,10_11_2_90,4985,2_1,1
10_11_6_51,2966,6_3,10_11_10_76,3011,10_1,45
10_11_7_75,3075,7_8,10_11_6_57,3084,6_4,9
10_11_9_10,1064,9_2,10_11_10_25,1067,10_5,3
10_11_9_12,1060,9_2,10_11_10_20,1061,10_5,1
10_13_10_10,306,10_5,10_13_9_7,308,9_2,2
10_13_11_5,2436,11_7,10_13_10_69,2439,10_5,3
10_13_12_35,2070,12_1,10_13_13_83,2075,13_5,5
10_13_12_56,2231,12_5,10_13_13_97,2238,13_8,7
10_13_12_79,3697,12_2,10_13_13_147,3708,13_4,11
10_13_13_101,2280,13_5,10_13_14_30,2285,14_8,5
10_13_14_3,387,14_8,10_13_13_9,397,13_1,10
10_13_14_26,2235,14_8,10_13_13_97,2238,13_8,3
10_13_14_30,2308,14_1,10_13_5_72,2350,5_8,42
10_13_14_33,2528,14_5,10_13_12_68,2529,12_2,1
10_13_14_48,3697,14_8,10_13_13_147,3708,13_4,11
10_13_14_99,5545,14_8,10_13_13_210,5549,13_5,4
10_13_2_2,344,2_2,10_13_4_12,346,4_7,2
10_13_2_35,893,2_5,10_13_4_29,894,4_7,1
10_13_2_59,1882,2_5,10_13_4_57,1884,4_4,2
10_13_4_42,1360,4_5,10_13_2_44,1364,2_1,4
10_13_4_58,1982,4_8,10_13_2_75,1986,2_1,4
10_13_4_69,2142,4_5,10_13_2_80,2145,2_1,3
10_13_4_95,2347,4_5,10_13_2_86,2349,2_1,2
10_13_6_18,475,6_5,10_13_7_22,479,7_4,4
10_13_7_133,3411,7_7,10_13_6_93,3417,6_5,6
10_13_7_135,3419,7_5,10_13_5_108,3421,5_1,2
10_13_7_252,5359,7_5,10_13_5_190,5364,5_1,5
10_13_9_8,420,9_1,10_13_10_24,427,10_5,7
10_13_9_111,4210,9_2,10_13_10_159,4214,10_5,4
10_15_10_4,179,10_5,10_15_9_15,183,9_1,4
10_15_10_36,2338,10_5,10_15_9_45,2340,9_2,2
10_15_11_12,3967,11_7,10_15_9_72,3989,9_1,22
10_15_2_9,1815,2_5,10_15_4_46,1817,4_7,2
10_15_2_14,2353,2_5,10_15_4_67,2356,4_7,3
10_15_2_40,5602,2_2,10_15_4_153,5605,4_7,3
10_15_2_43,5663,2_5,10_15_4_157,5665,4_7,2
10_15_4_111,4438,4_5,10_15_2_22,4441,2_1,3
10_15_4_118,4651,4_5,10_15_2_24,4652,2_1,1
10_15_4_150,5753,4_2,10_15_2_53,5756,2_4,3
10_15_7_4,95,7_7,10_15_6_3,97,6_8,2
10_15_7_29,2286,7_7,10_15_6_44,2298,6_4,12
10_17_10_23,829,10_5,10_17_9_11,833,9_1,4
10_17_14_27,2442,14_5,10_17_12_38,2448,12_1,6
10_17_2_1,71,2_2,10_17_3_4,78,3_8,7
10_17_2_32,2683,2_5,10_17_4_60,2691,4_7,8
10_17_2_40,3487,2_5,10_17_4_79,3493,4_7,6
10_17_4_5,389,4_5,10_17_2_7,390,2_1,1
10_17_4_37,1721,4_2,10_17_2_28,1742,2_2,21
10_17_4_123,5648,4_8,10_17_3_68,5664,3_4,16
10_17_4_136,5646,4_5,10_17_2_47,5649,2_1,3
10_17_4_148,5749,4_8,10_17_3_79,5764,3_4,15
10_17_5_9,319,5_1,10_17_6_5,320,6_8,1
10_17_6_48,2834,6_5,10_17_7_62,2836,7_8,2
10_17_7_4,360,7_8,10_17_6_7,362,6_8,2
10_17_7_37,1954,7_5,10_17_5_44,1983,5_8,29
10_17_7_47,2096,7_8,10_17_6_42,2098,6_8,2
10_17_7_63,2906,7_7,10_17_9_47,2952,9_1,46
10_17_9_19,1125,9_2,10_17_10_39,1130,10_5,5
10_19_11_19,3112,11_7,10_19_10_48,3129,10_1,17
10_19_6_17,2724,6_8,10_19_5_50,2727,5_2,3
10_9_10_5,419,10_8,10_9_9_1,421,9_2,2
10_9_10_44,4058,10_5,10_9_9_45,4063,9_2,5
10_9_11_19,4822,11_7,10_9_10_59,4830,10_2,8
10_9_12_9,1344,12_8,10_9_13_15,1361,13_1,17
10_9_12_11,1606,12_2,10_9_13_16,1609,13_8,3
10_9_12_12,2396,12_2,10_9_13_23,2400,13_5,4
10_9_13_9,715,13_8,10_9_14_5,720,14_8,5
10_9_13_34,5152,13_1,10_9_3_80,5175,3_3,23
10_9_14_2,651,14_8,10_9_13_9,654,13_5,3
10_9_14_7,1351,14_7,10_9_13_15,1361,13_1,10
10_9_14_13,2397,14_8,10_9_13_23,2400,13_5,3
10_9_14_18,2854,14_5,10_9_12_25,2857,12_1,3
10_9_2_22,3803,2_1,10_9_3_46,3806,3_8,3
10_9_2_25,4964,2_2,10_9_3_67,4968,3_8,4
10_9_3_4,608,3_5,10_9_4_14,610,4_8,2
10_9_4_39,2388,4_5,10_9_2_15,2392,2_1,4
10_9_4_62,3348,4_5,10_9_2_20,3354,2_1,6
10_9_5_86,5826,5_1,10_9_6_61,5832,6_5,6
