day	hour	camera	track	frame	Tracked
1	13	4	87	4882	False
1	13	3	115	4885	False
1	13	2	74	4885	False
1	13	3	116	4896	False
1	13	15	48	4897	False
1	13	15	49	4937	False
1	13	12	107	4937	False
1	13	12	108	4938	False
1	13	12	109	4939	False
1	13	12	110	4942	False
1	13	14	68	4942	False
1	13	12	111	4943	False
1	13	14	69	4943	False
1	13	12	112	4944	False
1	13	14	70	4944	False
1	13	15	50	4945	False
1	13	12	113	4945	False
1	13	14	71	4945	False
1	13	13	128	4945	False
1	13	12	114	4946	False
1	13	14	72	4946	False
1	13	1	50	4952	False
1	13	1	51	4953	False
1	13	3	117	4960	False
1	13	3	118	4962	False
1	13	12	115	4970	False
1	13	14	73	4971	False
1	13	14	74	4972	False
1	13	3	119	4973	False
1	13	12	116	4973	False
1	13	14	75	4973	False
1	13	14	76	4974	False
1	13	14	77	4975	False
1	13	3	120	4986	False
1	13	14	78	4986	False
1	13	3	121	4987	True
1	13	13	129	4989	False
1	13	13	130	4991	False
1	13	13	131	4992	False
1	13	13	132	4993	False
1	13	13	133	4993	False
1	13	13	134	4994	False
1	13	13	135	4996	False
1	13	15	51	5288	False
1	13	7	84	5288	False
1	13	6	142	5289	False
1	13	3	122	5292	False
1	13	12	117	5292	False
1	13	13	143	5300	False
1	13	10	107	5306	False
1	13	1	52	5306	False
1	13	1	53	5307	False
1	13	12	118	5307	False
1	13	1	54	5308	False
1	13	1	55	5309	False
1	13	12	119	5310	False
1	13	12	120	5310	False
1	13	12	121	5312	False
1	13	12	122	5312	False
1	13	3	123	5315	False
1	13	4	92	5315	False
1	13	12	123	5318	False
1	13	10	108	5334	False
1	13	5	66	5336	False
1	13	5	67	5337	False
1	13	7	86	5340	False
1	13	7	87	5340	False
1	13	5	68	5341	False
1	13	7	88	5341	False
1	13	7	89	5341	False
1	13	5	69	5342	False
1	13	5	70	5343	False
1	13	5	71	5344	False
1	13	5	72	5345	False
1	13	15	52	5434	False
1	13	1	56	5434	False
1	13	1	57	5434	False
1	13	1	58	5434	False
1	13	3	126	5434	False
1	13	3	127	5434	False
1	13	13	145	5434	False
1	13	13	147	5434	False
1	13	15	53	5436	False
1	13	15	54	5439	False
1	13	15	55	5440	False
1	13	1	59	5440	False
1	13	15	56	5441	False
1	13	15	57	5442	False
1	13	15	58	5444	False
1	13	13	148	5444	False
1	13	1	60	5453	False
1	13	1	61	5454	False
1	13	9	97	5455	False
1	13	1	62	5455	False
1	13	15	59	5457	False
1	13	1	63	5457	False
1	13	1	64	5458	False
1	13	1	65	5474	False
1	13	13	149	5477	False
1	13	14	79	5478	False
1	13	13	150	5479	False
1	13	15	60	5789	False
1	13	10	111	5789	False
1	13	9	104	5789	False
1	13	6	150	5789	False
1	13	1	66	5789	False
1	13	3	131	5789	False
1	13	13	153	5789	False
1	13	11	30	5789	False
1	13	15	61	5790	False
1	13	15	62	5799	False
1	13	6	154	5809	False
1	13	1	67	5819	False
1	13	3	132	5820	False
1	13	10	112	5822	False
1	13	15	63	5825	False
1	13	8	27	1118	False
1	13	8	34	1123	False
1	13	8	35	1144	False
1	13	8	59	2035	False
1	13	11	11	2294	False
1	13	6	54	2318	False
1	13	6	55	2318	False
1	13	11	12	2338	False
1	13	6	57	2476	False
1	13	6	58	2481	False
1	13	6	71	3284	False
1	13	8	129	3291	False
1	13	8	134	3467	False
1	13	8	138	3483	False
1	13	6	77	3491	False
1	13	6	78	3500	False
1	13	11	14	3534	False
1	13	6	79	3536	False
1	13	8	139	3537	False
1	13	8	140	3554	False
1	13	8	141	3560	False
1	13	8	143	3592	False
1	13	8	144	3593	False
1	13	8	145	3594	False
1	13	6	81	3598	False
1	13	6	82	3599	False
1	13	11	15	3604	False
1	13	6	83	3610	False
1	13	6	84	3611	False
1	13	6	85	3611	False
1	13	6	86	3621	False
1	13	6	87	3623	False
1	13	8	146	3629	False
1	13	11	16	3705	False
1	13	6	89	3716	False
1	13	11	17	3814	False
1	13	11	18	3814	False
1	13	11	19	3814	False
1	13	11	20	3818	False
1	13	11	21	3819	False
1	13	11	22	3819	False
1	13	11	23	3821	False
1	13	11	24	3822	False
1	13	2	52	3823	False
1	13	11	25	3825	False
1	13	2	53	3836	False
1	13	6	93	3850	False
1	13	10	67	3857	False
1	13	10	68	3861	False
1	13	10	69	3862	False
1	13	11	26	3862	False
1	13	10	70	3863	False
1	13	10	71	3885	False
1	13	10	72	3892	False
1	13	6	94	3899	False
1	13	10	73	3900	False
1	13	10	74	3900	False
1	13	6	95	3901	False
1	13	10	75	3903	False
1	13	6	96	3903	False
1	13	6	97	3905	False
1	13	6	98	3911	False
1	13	6	99	3915	False
1	13	10	76	3934	False
1	13	10	77	3934	False
1	13	10	78	3936	False
1	13	10	79	3937	False
1	13	10	80	3940	False
1	13	10	81	3944	False
1	13	10	82	3947	False
1	13	10	83	3950	False
1	13	6	100	3950	False
1	13	10	84	3951	False
1	13	6	101	3952	False
1	13	6	102	3956	False
1	13	10	85	3982	False
1	13	10	86	3998	False
1	13	10	87	3999	False
1	13	2	55	4018	False
1	13	2	56	4021	False
1	13	2	57	4024	False
1	13	6	103	4056	False
1	13	2	58	4066	False
1	13	2	59	4073	False
1	13	2	60	4075	False
1	13	2	61	4080	False
1	13	2	62	4086	False
1	13	2	63	4087	False
1	13	10	88	4113	False
1	13	6	104	4126	False
1	13	6	114	4201	False
1	13	10	90	4202	False
1	13	10	91	4203	False
1	13	6	120	4252	False
1	13	10	100	4253	False
1	13	5	52	4262	False
1	13	5	53	4263	False
1	13	5	54	4270	False
1	13	6	121	4270	False
1	13	10	101	4289	False
1	13	2	71	4312	False
1	13	5	55	4357	False
1	13	5	56	4379	False
1	13	5	57	4380	False
1	13	5	58	4381	False
1	13	6	122	4381	False
1	13	5	59	4382	False
1	13	6	123	4382	False
1	13	6	124	4383	False
1	13	9	85	4439	False
1	13	6	126	4441	False
1	13	11	28	4445	False
1	13	10	102	4486	False
1	13	12	86	4489	False
1	13	10	104	4496	False
1	13	10	105	4500	False
1	13	12	87	4501	False
1	13	12	88	4502	False
1	13	12	89	4503	False
1	13	12	90	4504	False
1	13	10	109	5348	False
1	13	4	93	5353	False
1	13	13	144	5356	False
1	13	3	125	5364	False
1	13	4	94	5364	False
1	13	7	90	5365	False
1	13	10	110	5721	False
1	13	4	96	5721	False
1	13	11	29	5721	False
1	13	9	106	5729	False
1	13	8	147	5739	False
1	13	6	152	5746	False
1	13	6	153	5749	False
1	13	2	82	5749	False
1	13	13	151	5749	False
1	13	4	98	5754	True
1	13	5	73	5758	False
1	13	13	152	5758	False
1	13	3	130	5760	False
1	13	10	113	5941	False
1	13	7	92	5941	False
1	13	2	84	5941	False
1	13	10	114	5944	False
1	13	6	158	5944	False
1	13	6	157	5946	False
1	13	6	159	5947	False
1	13	6	160	5948	False
1	13	10	115	5955	False
1	13	10	116	5976	False
1	13	10	117	5978	True
1	13	8	148	5979	False
1	13	10	118	5981	False
1	13	8	32	1003	False
1	13	8	45	1731	False
1	13	8	46	1761	False
1	13	8	47	1803	False
1	13	8	63	2073	False
1	13	8	66	2141	False
1	13	8	67	2143	False
1	13	8	68	2146	False
1	13	8	69	2147	False
1	13	8	70	2150	False
1	13	8	71	2155	False
1	13	8	72	2163	False
1	13	8	73	2170	False
1	13	8	75	2176	False
1	13	8	76	2186	False
1	13	6	56	2321	False
1	13	8	85	2366	False
1	13	8	86	2369	False
1	13	8	113	3008	False
1	13	8	117	3174	False
1	13	8	135	3390	False
1	13	6	75	3423	False
1	13	8	136	3437	False
1	13	8	137	3462	False
1	13	11	13	3502	False
1	13	8	142	3569	False
1	13	6	92	3843	False
1	13	2	64	4162	False
1	13	2	65	4163	False
1	13	2	66	4164	False
1	13	6	105	4173	False
1	13	6	106	4178	False
1	13	6	109	4187	False
1	13	2	69	4190	False
1	13	6	110	4194	False
1	13	6	111	4195	False
1	13	9	92	5208	False
1	13	9	93	5208	False
1	13	2	78	5208	False
1	13	9	94	5210	False
1	13	9	95	5218	False
1	13	9	96	5222	False
1	13	9	98	5492	False
1	13	9	99	5494	False
1	13	9	100	5500	False
1	13	9	101	5579	False
1	13	9	102	5586	False
1	13	9	103	5589	False
1	13	9	105	5608	False
1	13	14	80	5620	False
1	13	14	81	5623	False
1	13	6	145	5647	False
1	13	6	146	5650	False
1	13	4	97	5656	False
1	13	6	147	5667	False
1	13	6	148	5669	False
1	13	6	149	5688	True
1	13	6	151	5719	False
1	13	11	31	5835	False
1	13	3	133	5845	False
1	13	3	134	5848	False
1	13	2	83	5848	False
1	13	5	74	5861	False
1	13	6	155	5876	False
1	13	6	156	5878	False
1	13	4	99	5883	False
1	13	3	135	5910	False
1	13	3	136	5913	False
1	13	3	137	5916	False
1	13	3	138	5918	False
1	13	8	33	1070	False
1	13	8	51	1883	False
1	13	8	83	2279	False
1	13	8	84	2279	False
1	13	5	64	5147	False
1	13	4	88	5147	False
1	13	5	65	5154	False
1	13	7	83	5154	False
1	13	3	124	5361	False
1	13	3	128	5408	False
1	13	13	146	5410	False
1	13	8	58	2023	False
1	13	8	60	2029	False
1	13	6	59	2576	False
1	13	8	88	2577	False
1	13	6	60	2789	False
1	13	6	61	2891	False
1	13	8	95	2891	False
1	13	8	98	2891	False
1	13	8	101	2891	False
1	13	8	102	2891	False
1	13	6	62	2899	False
1	13	8	103	2899	False
1	13	6	63	2905	True
1	13	6	64	3016	False
1	13	8	109	3016	False
1	13	6	65	3019	False
1	13	6	66	3180	False
1	13	6	69	3202	False
1	13	8	130	3302	False
1	13	6	72	3365	False
1	13	6	73	3411	False
1	13	6	74	3417	False
1	13	6	137	4906	False
1	13	6	138	5132	False
1	13	6	139	5143	False
1	13	7	81	5143	False
1	13	6	140	5241	False
1	13	6	141	5256	False
1	13	6	143	5556	False
1	13	6	144	5559	False
1	13	8	39	1349	False
1	13	8	40	1359	False
1	13	8	41	1361	False
1	13	8	42	1366	False
1	13	8	43	1369	False
1	13	8	44	1375	False
1	13	8	52	1990	False
1	13	8	53	2004	False
1	13	8	54	2007	False
1	13	8	55	2011	False
1	13	8	56	2013	False
1	13	8	57	2016	False
1	13	7	82	5149	False
1	13	4	90	5175	False
1	13	4	91	5196	False
1	13	7	85	5203	False
1	13	7	91	5552	False
1	13	4	95	5553	False
1	13	8	25	950	False
1	13	8	26	951	False
1	13	8	29	961	False
1	13	8	30	962	False
1	13	8	31	962	False
1	13	8	77	2234	False
1	13	8	79	2238	False
1	13	8	80	2241	False
1	13	8	81	2244	False
1	13	8	82	2248	False
1	13	8	87	2508	False
1	13	8	89	2586	False
1	13	8	91	2681	False
1	13	8	93	2813	False
1	13	8	94	2873	False
1	13	8	96	2876	False
1	13	8	97	2877	False
1	13	8	99	2881	False
1	13	8	100	2883	False
1	13	8	104	2907	False
1	13	8	106	2921	False
1	13	8	107	2935	False
1	13	8	108	2943	False
1	13	8	110	2973	False
1	13	8	111	2974	False
1	13	8	112	2982	False
1	13	8	114	2990	False
1	13	8	115	3065	False
1	13	8	116	3148	False
1	13	8	118	3175	False
1	13	8	119	3176	False
1	13	8	120	3177	False
1	13	8	123	3203	False
1	13	8	124	3203	False
1	13	8	125	3204	False
1	13	8	126	3205	False
1	13	8	131	3325	False
1	13	8	133	3386	False
1	13	14	64	4715	False
1	13	12	104	4918	False
1	13	12	105	4929	False
1	13	12	106	4933	False
1	13	2	75	5068	False
1	13	2	76	5069	False
1	13	3	129	5504	False
1	13	2	77	5070	False
1	13	13	136	5070	False
1	13	13	137	5077	False
1	13	13	138	5079	False
1	13	13	139	5082	False
1	13	13	140	5086	False
1	13	13	141	5090	False
1	13	13	142	5093	False
1	13	2	79	5095	False
1	13	2	80	5096	False
1	13	2	81	5097	False
1	13	4	89	5162	False
1	15	7	96	1602	False
1	15	7	97	1611	False
1	15	7	98	1614	False
1	15	7	99	1618	False
1	15	7	100	1647	False
1	15	7	101	1653	False
1	15	7	102	1660	False
1	15	7	103	1661	False
1	15	7	104	1663	False
1	15	7	105	1665	False
1	15	7	106	1666	False
1	15	7	107	1670	False
1	15	5	88	1839	False
1	15	7	124	1839	False
1	15	7	129	2410	False
1	15	10	122	2727	False
1	15	10	125	2727	False
1	15	14	84	2727	False
1	15	10	126	2728	False
1	15	10	127	2729	False
1	15	10	128	2730	False
1	15	10	129	2732	False
1	15	10	130	2733	False
1	15	10	131	2747	False
1	15	10	132	2748	False
1	15	10	133	2749	False
1	15	10	137	3023	False
1	15	10	140	3023	False
1	15	14	95	3023	False
1	15	10	143	3054	False
1	15	10	144	3055	False
1	15	10	145	3056	False
1	15	10	146	3057	False
1	15	11	32	3057	False
1	15	10	147	3058	False
1	15	11	33	3058	False
1	15	10	148	3059	False
1	15	14	99	3272	False
1	15	10	149	3283	False
1	15	14	100	3284	False
1	15	14	101	3285	False
1	15	10	158	3591	False
1	15	5	114	3591	False
1	15	7	144	3591	False
1	15	7	145	3591	False
1	15	7	146	3591	False
1	15	7	148	3591	False
1	15	14	104	3591	False
1	15	10	164	3595	False
1	15	7	149	3598	False
1	15	5	115	3600	False
1	15	7	150	3615	False
1	15	5	116	3616	False
1	15	7	151	3625	False
1	15	2	85	3631	False
1	15	2	86	3634	False
1	15	2	96	3695	False
1	15	2	94	3696	False
1	15	10	165	3714	False
1	15	10	166	3720	False
1	15	10	167	3725	False
1	15	7	153	3741	False
1	15	7	154	3741	False
1	15	14	105	3741	False
1	15	7	155	3742	False
1	15	2	97	3742	False
1	15	2	98	3743	False
1	15	2	99	3746	False
1	15	2	100	3754	False
1	15	5	118	3755	False
1	15	7	156	3757	False
1	15	7	159	3861	False
1	15	4	105	3861	False
1	15	4	107	3861	False
1	15	2	105	3861	False
1	15	2	108	3861	False
1	15	2	112	3861	False
1	15	2	114	3862	False
1	15	4	108	3863	False
1	15	4	109	3864	False
1	15	2	115	3864	False
1	15	2	116	3868	False
1	15	4	110	3869	False
1	15	2	117	3870	False
1	15	2	118	3874	False
1	15	2	119	3875	False
1	15	2	120	3875	False
1	15	2	121	3877	False
1	15	7	160	3879	False
1	15	4	111	3880	False
1	15	2	122	3882	False
1	15	2	123	3883	False
1	15	2	124	3884	False
1	15	5	120	3888	False
1	15	5	121	3889	False
1	15	4	112	3894	False
1	15	5	122	3916	False
1	15	2	125	3916	False
1	15	4	114	3924	False
1	15	2	126	3926	False
1	15	4	115	3931	False
1	15	4	116	3933	False
1	15	10	175	4006	False
1	15	10	177	4006	False
1	15	10	178	4006	False
1	15	5	125	4006	False
1	15	7	163	4006	False
1	15	7	164	4006	False
1	15	4	124	4006	False
1	15	4	126	4006	False
1	15	14	111	4006	False
1	15	7	165	4013	False
1	15	7	166	4016	False
1	15	4	127	4016	False
1	15	4	128	4016	False
1	15	7	167	4017	False
1	15	4	129	4020	False
1	15	4	130	4021	False
1	15	7	168	4031	False
1	15	7	169	4032	False
1	15	14	112	4036	False
1	15	14	113	4038	False
1	15	14	114	4039	False
1	15	2	130	4040	False
1	15	14	115	4040	False
1	15	5	129	4044	False
1	15	7	170	4045	False
1	15	5	130	4047	False
1	15	5	131	4048	False
1	15	5	132	4051	False
1	15	5	133	4052	False
1	15	7	171	4056	False
1	15	5	134	4061	False
1	15	5	135	4062	False
1	15	7	172	4063	False
1	15	10	179	4065	False
1	15	5	136	4067	False
1	15	5	137	4068	False
1	15	7	173	4068	False
1	15	10	180	4069	False
1	15	5	138	4069	False
1	15	7	174	4070	False
1	15	10	181	4074	False
1	15	7	175	4076	False
1	15	5	139	4077	False
1	15	7	176	4077	False
1	15	2	131	4077	False
1	15	5	140	4078	False
1	15	7	177	4078	False
1	15	7	178	4078	False
1	15	5	141	4079	False
1	15	7	179	4079	False
1	15	5	142	4080	False
1	15	7	180	4080	False
1	15	7	181	4080	False
1	15	5	143	4081	False
1	15	10	182	4083	False
1	15	7	182	4085	False
1	15	6	161	4086	False
1	15	6	162	4087	False
1	15	6	163	4089	False
1	15	6	164	4090	False
1	15	5	144	4091	False
1	15	6	165	4093	False
1	15	6	166	4093	False
1	15	7	183	4093	False
1	15	4	131	4095	False
1	15	10	183	4096	False
1	15	5	145	4096	False
1	15	6	167	4097	False
1	15	10	184	4098	False
1	15	6	168	4101	False
1	15	10	185	4103	False
1	15	6	169	4103	False
1	15	5	146	4104	False
1	15	7	184	4107	False
1	15	5	147	4108	False
1	15	10	187	4125	False
1	15	10	188	4125	False
1	15	5	148	4125	False
1	15	14	117	4125	False
1	15	2	133	4132	False
1	15	4	133	4136	False
1	15	7	186	4140	False
1	15	6	174	4153	False
1	15	14	118	4157	False
1	15	10	193	4357	False
1	15	5	153	4357	False
1	15	7	192	4357	False
1	15	4	135	4357	False
1	15	2	134	4357	False
1	15	2	137	4357	False
1	15	13	156	4357	False
1	15	2	138	4361	False
1	15	4	137	4376	False
1	15	13	157	4379	False
1	15	4	138	4383	False
1	15	13	158	4393	False
1	15	2	139	4396	False
1	15	4	139	4397	False
1	15	13	159	4397	False
1	15	13	160	4401	False
1	15	2	140	4402	False
1	15	13	161	4402	False
1	15	13	162	4402	False
1	15	13	163	4403	False
1	15	15	64	4554	False
1	15	10	194	4554	False
1	15	6	193	4554	False
1	15	7	197	4554	False
1	15	4	141	4554	False
1	15	15	65	4688	False
1	15	5	158	4688	False
1	15	3	141	4688	False
1	15	2	145	4688	False
1	15	15	66	4689	False
1	15	4	143	4691	False
1	15	6	203	4714	False
1	15	15	67	5024	False
1	15	10	204	5024	False
1	15	5	165	5024	False
1	15	7	205	5024	False
1	15	7	207	5024	False
1	15	7	208	5024	False
1	15	2	150	5024	False
1	15	14	137	5024	False
1	15	2	152	5026	False
1	15	15	68	5027	False
1	15	15	69	5028	False
1	15	15	70	5029	False
1	15	15	71	5030	False
1	15	15	72	5031	False
1	15	15	73	5032	False
1	15	2	153	5032	False
1	15	15	74	5191	False
1	15	10	205	5191	False
1	15	9	114	5191	False
1	15	5	168	5191	False
1	15	6	231	5191	False
1	15	3	156	5191	False
1	15	3	158	5191	False
1	15	3	168	5191	False
1	15	3	171	5191	False
1	15	3	172	5191	False
1	15	2	156	5191	False
1	15	13	181	5191	False
1	15	13	182	5191	False
1	15	13	183	5191	False
1	15	6	235	5196	False
1	15	13	180	5199	False
1	15	4	152	5202	False
1	15	2	164	5202	False
1	15	13	189	5203	False
1	15	3	173	5209	False
1	15	4	153	5211	False
1	15	15	75	5237	False
1	15	9	115	5237	False
1	15	14	141	5237	False
1	15	13	190	5237	False
1	15	15	76	5246	False
1	15	6	238	5246	False
1	15	15	77	5247	False
1	15	15	78	5518	False
1	15	10	223	5518	False
1	15	6	241	5518	False
1	15	7	220	5518	False
1	15	7	224	5518	False
1	15	7	235	5518	False
1	15	1	68	5518	False
1	15	3	180	5518	False
1	15	3	186	5518	False
1	15	3	187	5518	False
1	15	4	156	5518	False
1	15	4	162	5518	False
1	15	2	169	5518	False
1	15	13	196	5518	False
1	15	13	200	5518	False
1	15	13	207	5518	False
1	15	9	116	5519	False
1	15	13	208	5520	False
1	15	2	175	5521	False
1	15	2	177	5521	False
1	15	13	209	5524	False
1	15	6	242	5531	False
1	15	4	163	5532	False
1	15	6	243	5534	False
1	15	3	188	5536	False
1	15	2	178	5538	False
1	15	3	189	5540	False
1	15	2	179	5541	False
1	15	13	210	5542	False
1	15	7	239	5545	False
1	15	12	137	5545	False
1	15	14	148	5545	False
1	15	9	117	5546	False
1	15	4	164	5546	False
1	15	4	165	5547	False
1	15	4	166	5549	False
1	15	9	118	5555	False
1	15	9	119	5557	False
1	15	2	180	5561	False
1	15	7	240	5567	False
1	15	2	181	5568	False
1	15	2	182	5571	False
1	15	2	183	5574	False
1	15	2	184	5576	False
1	15	12	138	5578	False
1	15	7	241	5579	False
1	15	15	79	5633	False
1	15	1	69	5633	False
1	15	3	192	5633	False
1	15	2	186	5633	False
1	15	13	211	5633	False
1	15	13	212	5633	False
1	15	13	213	5633	False
1	15	2	189	5634	False
1	15	3	195	5636	False
1	15	3	196	5637	False
1	15	3	197	5638	False
1	15	3	198	5639	False
1	15	3	199	5640	False
1	15	3	200	5641	False
1	15	3	201	5642	False
1	15	3	202	5643	False
1	15	3	203	5645	False
1	15	2	190	5645	False
1	15	2	191	5652	False
1	15	2	192	5659	False
1	15	2	193	5660	False
1	15	2	194	5663	False
1	15	2	195	5670	False
1	15	2	196	5670	False
1	15	2	197	5670	False
1	15	2	198	5672	False
1	15	15	80	5778	False
1	15	6	249	5778	False
1	15	1	70	5778	False
1	15	4	168	5778	False
1	15	4	170	5778	False
1	15	4	172	5778	False
1	15	2	205	5778	False
1	15	2	207	5778	False
1	15	13	214	5778	False
1	15	13	219	5778	False
1	15	15	81	5794	False
1	15	1	71	5794	False
1	15	13	223	5794	False
1	15	13	224	5796	False
1	15	4	175	5822	False
1	15	4	176	5825	False
1	15	13	225	5831	False
1	15	15	82	5852	False
1	15	10	228	5852	False
1	15	9	121	5852	False
1	15	5	185	5852	False
1	15	1	72	5852	False
1	15	4	177	5852	False
1	15	4	178	5853	False
1	15	4	179	5861	False
1	15	15	83	5916	False
1	15	9	123	5916	False
1	15	1	73	5916	False
1	15	4	182	5916	False
1	15	1	74	5917	False
1	15	1	75	5919	False
1	15	3	204	5921	False
1	15	15	84	5922	False
1	15	9	124	5922	False
1	15	3	205	5925	False
1	15	9	122	5926	False
1	15	15	85	5927	False
1	15	15	86	5929	False
1	15	13	226	5929	False
1	15	3	206	5930	False
1	15	15	87	5932	False
1	15	14	149	5935	False
1	15	15	88	5936	False
1	15	12	141	5937	False
1	15	4	183	5938	False
1	15	12	142	5938	False
1	15	1	76	5940	False
1	15	4	184	5946	False
1	15	15	89	5950	False
1	15	12	143	5956	False
1	15	7	115	1747	False
1	15	7	116	1747	False
1	15	5	75	1751	False
1	15	5	76	1752	False
1	15	5	77	1752	False
1	15	7	117	1752	False
1	15	5	78	1753	False
1	15	5	79	1753	False
1	15	7	118	1753	False
1	15	7	119	1753	False
1	15	5	80	1754	False
1	15	5	81	1754	False
1	15	5	82	1755	False
1	15	5	83	1755	False
1	15	5	84	1755	False
1	15	5	85	1756	False
1	15	7	120	1756	False
1	15	5	86	1757	False
1	15	5	87	1758	False
1	15	7	121	1797	False
1	15	7	122	1802	False
1	15	7	123	1805	False
1	15	5	89	1963	False
1	15	5	90	1964	False
1	15	5	91	1965	False
1	15	7	125	1965	False
1	15	5	92	1966	False
1	15	7	126	1966	False
1	15	5	93	1967	False
1	15	7	127	1967	False
1	15	5	94	1974	True
1	15	7	128	1989	False
1	15	5	95	2430	False
1	15	5	96	2432	False
1	15	7	130	2433	False
1	15	5	97	2448	False
1	15	5	98	2449	False
1	15	5	99	2453	False
1	15	5	100	2466	False
1	15	5	101	2471	False
1	15	7	131	2472	False
1	15	7	132	2474	False
1	15	14	82	2716	False
1	15	14	83	2717	False
1	15	10	119	2720	False
1	15	10	120	2723	False
1	15	10	121	2725	False
1	15	10	123	2725	False
1	15	10	124	2726	False
1	15	10	134	2783	False
1	15	14	85	2795	False
1	15	10	135	2805	False
1	15	14	86	2807	False
1	15	10	136	2808	False
1	15	14	87	2810	False
1	15	14	88	2822	False
1	15	14	89	2824	False
1	15	5	102	2840	False
1	15	14	90	2840	False
1	15	7	133	2849	False
1	15	14	91	2904	False
1	15	10	138	2908	False
1	15	10	139	2934	False
1	15	14	92	2934	False
1	15	10	141	2937	False
1	15	10	142	2939	False
1	15	14	93	2940	False
1	15	14	94	2942	False
1	15	5	103	2961	False
1	15	7	134	2964	False
1	15	5	104	2971	False
1	15	5	105	2975	False
1	15	7	135	2975	False
1	15	5	106	2978	False
1	15	14	96	2989	False
1	15	14	97	3120	False
1	15	14	98	3126	False
1	15	10	150	3298	False
1	15	10	151	3301	False
1	15	11	34	3320	False
1	15	10	152	3489	False
1	15	10	153	3498	False
1	15	10	154	3502	False
1	15	10	155	3503	False
1	15	10	156	3506	False
1	15	10	157	3507	False
1	15	7	136	3510	False
1	15	7	137	3520	False
1	15	5	107	3526	False
1	15	7	138	3526	False
1	15	10	159	3527	False
1	15	7	139	3530	False
1	15	7	140	3530	False
1	15	5	108	3534	False
1	15	5	109	3537	False
1	15	5	110	3544	False
1	15	7	141	3544	False
1	15	5	111	3545	False
1	15	7	142	3545	False
1	15	7	143	3546	False
1	15	10	160	3550	False
1	15	5	112	3550	False
1	15	10	161	3551	False
1	15	10	162	3553	False
1	15	10	163	3554	False
1	15	5	113	3560	False
1	15	7	147	3586	False
1	15	2	87	3641	False
1	15	2	88	3656	False
1	15	5	117	3659	False
1	15	2	89	3667	False
1	15	2	90	3669	False
1	15	2	91	3673	False
1	15	7	152	3676	False
1	15	2	92	3682	False
1	15	2	93	3682	False
1	15	2	95	3687	False
1	15	5	119	3770	False
1	15	2	101	3777	False
1	15	2	102	3778	False
1	15	2	103	3779	False
1	15	2	104	3783	False
1	15	11	35	3794	False
1	15	10	168	3796	False
1	15	10	169	3797	False
1	15	2	106	3807	False
1	15	2	107	3808	False
1	15	2	109	3810	False
1	15	2	110	3811	False
1	15	4	100	3821	False
1	15	4	101	3826	False
1	15	4	102	3830	False
1	15	2	111	3836	False
1	15	7	157	3843	False
1	15	7	158	3847	False
1	15	11	36	3848	False
1	15	11	37	3849	False
1	15	4	103	3850	False
1	15	4	104	3852	False
1	15	4	106	3854	False
1	15	2	113	3859	False
1	15	4	113	3912	False
1	15	4	117	3937	False
1	15	2	127	3937	False
1	15	7	161	3941	False
1	15	4	118	3949	False
1	15	4	119	3949	False
1	15	4	120	3950	False
1	15	5	123	3951	False
1	15	4	121	3954	False
1	15	4	122	3956	False
1	15	4	123	3958	False
1	15	2	128	3958	False
1	15	2	129	3959	False
1	15	4	125	3961	False
1	15	7	162	3963	False
1	15	11	38	3975	False
1	15	11	39	3976	False
1	15	11	40	3977	False
1	15	11	41	3979	False
1	15	10	170	3982	False
1	15	10	171	3983	False
1	15	10	172	3984	False
1	15	5	124	3984	False
1	15	10	173	3985	False
1	15	5	126	3985	False
1	15	5	127	3985	False
1	15	10	174	3986	False
1	15	10	176	3987	False
1	15	5	128	3995	False
1	15	14	106	3998	False
1	15	14	107	3999	False
1	15	14	108	4000	False
1	15	14	109	4001	False
1	15	14	110	4002	False
1	15	4	132	4109	False
1	15	10	186	4111	False
1	15	6	170	4111	False
1	15	6	171	4111	False
1	15	14	116	4113	False
1	15	6	172	4114	False
1	15	7	185	4114	False
1	15	6	173	4115	False
1	15	10	189	4117	False
1	15	2	132	4118	False
1	15	10	190	4120	False
1	15	5	149	4121	False
1	15	7	187	4144	False
1	15	10	191	4222	False
1	15	14	120	4231	False
1	15	6	175	4234	False
1	15	7	188	4251	False
1	15	5	150	4252	False
1	15	2	135	4273	False
1	15	7	189	4276	False
1	15	7	190	4277	False
1	15	7	191	4278	False
1	15	5	151	4279	False
1	15	6	176	4282	False
1	15	6	177	4283	False
1	15	6	178	4284	False
1	15	10	192	4297	False
1	15	5	152	4297	False
1	15	2	136	4302	False
1	15	5	154	4304	False
1	15	4	134	4305	False
1	15	6	179	4316	False
1	15	13	154	4323	False
1	15	13	155	4325	False
1	15	4	136	4346	False
1	15	6	180	4430	False
1	15	6	181	4431	False
1	15	13	164	4431	False
1	15	6	182	4432	False
1	15	6	183	4433	False
1	15	2	141	4433	False
1	15	6	184	4434	False
1	15	2	142	4434	False
1	15	6	185	4435	False
1	15	6	186	4436	False
1	15	13	165	4445	False
1	15	4	140	4446	False
1	15	7	193	4448	False
1	15	6	194	4576	False
1	15	6	195	4578	False
1	15	6	196	4580	False
1	15	4	142	4591	False
1	15	9	107	4592	False
1	15	5	155	4594	False
1	15	5	156	4595	False
1	15	10	195	4597	False
1	15	5	157	4606	False
1	15	7	198	4612	False
1	15	6	197	4613	False
1	15	6	198	4617	False
1	15	6	199	4620	False
1	15	13	169	4627	False
